NlmUniqueID	Title	MedlineTA	Country	Place	Publisher	PublicationFirstYear	PublicationEndYear	Frequency	ISSN-Electronic	ISSN-Print	ISSN-Linking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	ISSN	sherpa_has_oa_path	embargo	embargo_published_version	embargo_accepted_version	sherpa_oa_green	additional_oa_fee	title_sherpa	issne_sherpa	issnp_sherpa	url	publisher_id	publisher_country	publisher_type	publisher_url	publisher_name	sherpa_uri	sherpa_created	sherpa_last_modified	sherpa_id	DOAJ_pissn	ISSN_old	DOAJ_title	DOAJ_eissn	DOAJ_Seal	DOAJ_date	DOAJ_year	DOAJ_license	DOAJ_author_holds_copyright_without_restrictions	DOAJ_last_updated	DOAJ_APC	DOAJ	year_founded	year_reverse_flipped	journal_location	society_affiliation	other_sci_affiliation	flipped_journal_name	post_flip_publisher	flipped_access_model	apc_pre	apc_post	apc_now	discipline	flipped_oa	flipped_born_oa	flipped_embargo	Reverse_Flip	not_sherpa_and_not_doaj_or_not_oa	first_year	last_year	PMIDs	PMIDs_2021	PMIDs_2022	DOIs	unconquerables	lenght_years_pubmed	DOIs_ratio
0430275	Irish medical journal	Ir Med J	Ireland	Dublin	Irish Medical Association	1974		Monthly (combined issues for July/Aug. and Nov./Dec.),		0332-3102	0332-3102	eng	N	1974.0	Y	Y	IM	http://imj.ie/	Y	0332-3102																																																yes	1974.0	2022.0	6155.0	45.0	120.0	0.0	1.0	48.0	0.0
101316967	Iranian journal of kidney diseases	Iran J Kidney Dis	Iran	Tehran	Iranian Society of Nephrology	2007		Bimonthly,	1735-8604	1735-8582	1735-8582	eng	N	2007.0	Y	Y	IM	http://www.ijkd.org/index.php/ijkd/issue/archive	Y	1735-8604																																																yes	2007.0	2022.0	1124.0	68.0	50.0	0.0	1.0	15.0	0.0
100930740	The Israel Medical Association journal : IMAJ	Isr Med Assoc J	Israel	Ramat Gan, Israel	The Association	1999		Monthly		1565-1088		eng	Y	1999.0	Y	Y	IM	http://www.ima.org.il/imaj/	Y	1565-1088																																																yes	1999.0	2022.0	5442.0	199.0	180.0	0.0	1.0	23.0	0.0
8511295	Issues in law & medicine	Issues Law Med	United States	Terre Haute, IN	National Legal Center for the Medically Dependent & Disabled and the Horatio R. Storer Foundation	1985		Three no. a year,	2377-6463	8756-8160	8756-8160	eng	N	1989.0	Y	N	IM		Y	2377-6463																																																yes	1985.0	2021.0	685.0	5.0	0.0	0.0	1.0	36.0	0.0
101778002	Italian journal of dermatology and venereology	Ital J Dermatol Venerol	Italy	[Torino]	Edizioni Minerva Medica	2021		Bimonthly	2784-8450	2784-8671	2784-8671	eng	Y	2021.0	Y	Y	IM	http://www.minervamedica.it/en/journals/dermatologia-venereologia/archive.php	Y	2784-8450																																																yes	2021.0	2022.0	404.0	265.0	139.0	404.0	1.0	1.0	1.0
101775059	Journal of the Academy of Consultation-Liaison Psychiatry	J Acad Consult Liaison Psychiatry	Netherlands	[Amsterdam]	Elsevier B.V.	2021			2667-2960	2667-2979	2667-2960	eng	Y	2021.0	Y	Y	IM	https://www.sciencedirect.com/journal/journal-of-the-academy-of-consultation-liaison-psychiatry	Y	2667-2960																																																yes	2021.0	2022.0	209.0	107.0	102.0	209.0	1.0	1.0	1.0
9708963	The journal of the American Academy of Psychiatry and the Law	J Am Acad Psychiatry Law	United States	Bloomfield Ct	American Academy Of Psychiatry And The Law	1997		Quarterly	1943-3662	1093-6793	1093-6793	eng	Y	1997.0	Y	Y	IM	http://www.jaapl.org	Y	1943-3662																																																yes	1997.0	2022.0	1775.0	66.0	54.0	286.0	1.0	25.0	0.1611267605633803
0415027	Journal of the American Animal Hospital Association	J Am Anim Hosp Assoc	United States	Lakewood, CO	American Animal Hospital Association	1968		Bimonthly	1547-3317	0587-2871	0587-2871	eng	N	1995.0	Y	Y	IM	http://www.jaaha.org/	Y	1547-3317																																																yes	1995.0	2022.0	1878.0	42.0	38.0	1873.0	1.0	27.0	0.9973375931842385
101269489	Journal of the American Association for Laboratory Animal Science : JAALAS	J Am Assoc Lab Anim Sci	United States	Memphis, TN	American Association for Laboratory Animal Science	2006		Bimonthly	2769-6677	1559-6109	1559-6109	eng	Y	2006.0	Y	Y	IM	http://www.ingentaconnect.com/content/aalas/jaalas	Y	2769-6677																																																yes	2006.0	2022.0	1411.0	89.0	77.0	347.0	1.0	16.0	0.24592487597448617
101600770	Journal of the American Association of Nurse Practitioners	J Am Assoc Nurse Pract	United States	Netherlands	Wolters Kluwer	2013		Monthly	2327-6924	2327-6886	2327-6886	eng	Y	2013.0	Y	Y	N	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=01741002-000000000-00000	Y	2327-6924																																																yes	2013.0	2022.0	1281.0	149.0	118.0	1280.0	1.0	9.0	0.9992193598750976
101256526	Journal of the American Board of Family Medicine : JABFM	J Am Board Fam Med	United States	Lexington, KY	American Board of Family Medicine	2006		Bimonthly	1558-7118	1557-2625	1557-2625	eng	Y	2006.0	Y	Y	IM	http://www.jabfm.org/	Y	1558-7118																																																yes	2006.0	2022.0	2225.0	208.0	161.0	2222.0	1.0	16.0	0.9986516853932584
8511299	Journal of the American Mosquito Control Association	J Am Mosq Control Assoc	United States	North Brunswick, NJ	American Mosquito Control Association	1985		Quarterly	1943-6270	8756-971X	8756-971X	eng	N	1985.0	Y	Y	IM	https://mosquito-jamca.org/loi/moco	Y	1943-6270																																																yes	1985.0	2022.0	3154.0	47.0	43.0	1263.0	1.0	37.0	0.4004438807863031
9918300687506676	Journal of the American Nutrition Association	J Am Nutr Assoc	United States	[Philadelphia, Pennsylvania?]	Taylor & Francis Group	2022		Eight issues a year	2769-707X	2769-7061	2769-7061	eng	Y	2022.0	Y	Y	IM	http://www.tandfonline.com/loi/uacn20	Y	2769-707X																																																yes	2021.0	2022.0	142.0	1.0	141.0	142.0	1.0	1.0	1.0
8501423	Journal of the American Podiatric Medical Association	J Am Podiatr Med Assoc	United States	[Washington, DC]	American Podiatry Association	1985		Bimonthly,	1930-8264	8750-7315	1930-8264	eng	N	1985.0	Y	Y	IM	http://www.japmaonline.org/loi/apms	Y	1930-8264																																																yes	1985.0	2022.0	3792.0	132.0	102.0	3751.0	1.0	37.0	0.9891877637130801
101651624	Journal of anesthesia history	J Anesth Hist	United States	[New York, NY]	Elsevier Inc.	2015			2352-4537	2352-4529	2352-4529	eng	Y	2015.0	Y	Y	QIS	http://www.sciencedirect.com/science/journal/23524529	Y	2352-4537																																																yes	2015.0	2021.0	208.0	5.0	0.0	208.0	1.0	6.0	1.0
101084377	Journal of applied measurement	J Appl Meas	China (Republic : 1949- )	[Taipei, Taiwan]	National Taiwan Normal University	2000		Four no. a year		1529-7713	1529-7713	eng	N	2000.0	Y	N	IM		Y	1529-7713																																																yes	2000.0	2020.0	572.0	0.0	0.0	0.0	1.0	20.0	0.0
9884881	Journal of aquatic animal health	J Aquat Anim Health	United States	Hoboken, NJ	Wiley	1989		Quarterly	1548-8667	0899-7659	0899-7659	eng	N	2007.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1548-8667	Y	1548-8667																																																yes	2000.0	2022.0	529.0	25.0	23.0	529.0	1.0	22.0	1.0
7505585	The Journal of the Association of Physicians of India	J Assoc Physicians India	India	Bombay	Association of Physicians of India	1953		Monthly		0004-5772	0004-5772	eng	N	1965.0	Y	N	IM		Y	0004-5772																																																yes	1961.0	2022.0	15187.0	245.0	458.0	61.0	1.0	61.0	0.0040165931388687695
9506298	Journal of atherosclerosis and thrombosis	J Atheroscler Thromb	Japan	Tokyo	Japan Atherosclerosis Society	1994		Two no. a year	1880-3873	1340-3478	1340-3478	eng	N	1994.0	Y	Y	IM	https://www.jstage.jst.go.jp/browse/jat/	Y	1880-3873																																																yes	1994.0	2022.0	2466.0	148.0	268.0	2446.0	1.0	28.0	0.991889699918897
9301647	Journal of athletic training	J Athl Train	United States	Dallas, TX	National Athletic Trainers' Association	1992		Six no. a year,	1938-162X	1062-6050	1062-6050	eng	N	2007.0	Y	Y	IM	http://natajournals.org/loi/attr	Y	1938-162X	yes						Journal of Athletic Training	1938-162X	1062-6050	https://meridian.allenpress.com/nata	1304.0	us	society_publisher	https://www.nata.org/	National Athletic Trainers' Associaton	https://v2.sherpa.ac.uk/id/publisher_policy/1304	2013-09-18 11:53:35	2022-01-24 13:50:41	25474.0																													yes	1992.0	2022.0	2926.0	223.0	165.0	1917.0	1.0	30.0	0.6551606288448394
9512497	Journal of avian medicine and surgery	J Avian Med Surg	United States	Boca Raton, FL	Association of Avian Veterinarians	1995		Quarterly		1082-6742	1082-6742	eng	N	2007.0	Y	Y	IM	http://www.bioone.org/loi/avms	Y	1082-6742																																																yes	2007.0	2022.0	736.0	37.0	52.0	736.0	1.0	15.0	1.0
8910750	Journal of Ayub Medical College, Abbottabad : JAMC	J Ayub Med Coll Abbottabad	Pakistan	Abbottabad	Ayub Medical College	1988		Quarterly	1819-2718	1025-9589	1025-9589	eng	N	2001.0	Y	Y	IM	http://jamc.ayubmed.edu.pk/index.php/jamc	Y	1819-2718																																																yes	2001.0	2022.0	3179.0	178.0	157.0	157.0	1.0	21.0	0.04938659955960994
100888641	Journal of biomolecular techniques : JBT	J Biomol Tech	United States	Santa Fe, NM	Association of Biomolecular Resource Facilities	1998		Quarterly	1943-4731	1524-0215	1524-0215	eng	N	2003.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/540/	Y	1943-4731																																																yes	1999.0	2022.0	494.0	35.0	6.0	190.0	1.0	23.0	0.38461538461538464
101509784	Journal of business continuity & emergency planning	J Bus Contin Emer Plan	England	London	Henry Stewart Publications	2006		Quarterly	1749-9224	1749-9216	1749-9216	eng	N	2009.0	Y	N	IM		Y	1749-9224																																																yes	2008.0	2022.0	444.0	25.0	27.0	0.0	1.0	14.0	0.0
7907605	Journal (Canadian Dental Association)	J Can Dent Assoc	Canada	Ottawa, Ont.	Canadian Dental Association	1979		Six no. a year,	1488-2159	0709-8936	0709-8936	eng	N	1979.0	Y	Y	IM	http://www.jcda.ca/	Y	1488-2159																																																yes	1979.0	2022.0	3329.0	17.0	9.0	0.0	1.0	43.0	0.0
101174817	Journal of the Chinese Medical Association : JCMA	J Chin Med Assoc	Netherlands	[Alphen aan den Rijn, The Netherlands]	Wolters Kluwer Health	2003		Monthly	1728-7731	1726-4901	1726-4901	eng	Y	2003.0	Y	Y	IM	https://journals.lww.com/jcma/pages/default.aspx	Y	1728-7731																																																yes	2003.0	2022.0	2969.0	195.0	211.0	2706.0	1.0	19.0	0.9114179858538228
8904411	The Journal of clinical dentistry	J Clin Dent	United States	Yardley, PA	Professional Audience Communications	1988		Four no. a year		0895-8831	0895-8831	eng	N	1988.0	Y	N	D		Y	0895-8831																																																yes	1988.0	2019.0	804.0	0.0	0.0	0.0	1.0	31.0	0.0
0243471	Journal of clinical orthodontics : JCO	J Clin Orthod	United States		Boulder, Co	1970		Monthly	1945-225X	0022-3875	0022-3875	eng	N	1970.0	Y	N	D		Y	1945-225X																																																yes	1970.0	2022.0	3605.0	90.0	49.0	0.0	1.0	52.0	0.0
9100079	The Journal of clinical pediatric dentistry	J Clin Pediatr Dent	Singapore	Singapore	MRE Press	1990		Quarterly	1557-5268	1053-4628	1053-4628	eng	N	1990.0	Y	N	D		Y	1557-5268																																																yes	1990.0	2022.0	2079.0	72.0	46.0	1510.0	1.0	32.0	0.7263107263107264
7801243	The Journal of clinical psychiatry	J Clin Psychiatry	United States	Memphis, Tenn.	Physicians Postgraduate Press.	1978		Monthly	1555-2101	0160-6689	0160-6689	eng	N	1978.0	Y	Y	IM	https://www.psychiatrist.com/jcp/	Y	1555-2101	yes						Journal of Clinical Psychiatry	1555-2101	0160-6689	https://www.psychiatrist.com/jcp/	56.0	us	commercial_publisher	https://www.psychiatrist.com/about-psychiatrist-com/	Physicians Postgraduate Press	https://v2.sherpa.ac.uk/id/publisher_policy/56	2010-09-09 12:02:02	2022-12-05 15:37:55	15067.0																													yes	1978.0	2022.0	11185.0	184.0	162.0	6071.0	1.0	44.0	0.5427805096110863
9606447	Journal of the College of Physicians and Surgeons--Pakistan : JCPSP	J Coll Physicians Surg Pak	Pakistan	Karachi	College of Physicians and Surgeons Pakistan	1991		Monthly,	1681-7168	1022-386X	1022-386X	eng	N	2003.0	Y	Y	IM	http://www.jcpsp.pk/	Y	1681-7168																																																yes	1996.0	2022.0	6324.0	451.0	476.0	6217.0	1.0	26.0	0.9830803289057558
101090552	The journal of contemporary dental practice	J Contemp Dent Pract	India	[New Delhi]	Jaypee Brothers Medical Publishers	1999		Six no. a year,	1526-3711		1526-3711	eng	N	1999.0	Y	Y	IM	http://www.thejcdp.com/	Y	1526-3711																																																yes	1999.0	2022.0	3093.0	247.0	121.0	1166.0	1.0	23.0	0.37698027804720335
9700066	Journal of dance medicine & science : official publication of the International Association for Dance Medicine & Science	J Dance Med Sci	United States	Andover, N.J.	J. Michael Ryan Pub., Inc.	1997		Quarterly		1089-313X	1089-313X	eng	N	2008.0	Y	Y	IM	http://www.ingentaconnect.com/content/jmrp/jdms	Y	1089-313X																																																yes	2008.0	2022.0	337.0	29.0	27.0	235.0	1.0	14.0	0.6973293768545994
101180951	Journal of dentistry for children (Chicago, Ill.)	J Dent Child (Chic)	United States	[Chicago, Ill.]	American Academy of Pediatric Dentistry	2003		Three times a year	1935-5068	1551-8949	1551-8949	eng	Y	2003.0	Y	Y	IM	http://www.ingentaconnect.com/content/aapd/jodc	Y	1935-5068	yes						Journal of Dentistry for Children	1935-5068	1551-8949	https://www.aapd.org/publications/journals/journal-of-dentistry-for-children/	760.0	us	society_publisher	https://www.aapd.org/	American Academy of Pediatric Dentistry	https://v2.sherpa.ac.uk/id/publisher_policy/760	2010-08-02 11:49:36	2022-08-05 12:45:16	6235.0																													yes	1965.0	2022.0	735.0	34.0	19.0	0.0	1.0	57.0	0.0
8902616	Journal of dental hygiene : JDH	J Dent Hyg	United States	Chicago, IL	American Dental Hygienists Association	1988		Bimonthly	1553-0205	1043-254X	1043-254X	eng	N	1988.0	Y	Y	D	http://jdh.adha.org/content/by/year	Y	1553-0205																																																yes	1988.0	2022.0	1222.0	48.0	39.0	0.0	1.0	34.0	0.0
101160020	Journal of drugs in dermatology : JDD	J Drugs Dermatol	United States	New York, NY	Physicians Continuing Education Corporation	2002		Bimonthly		1545-9616	1545-9616	eng	N	2002.0	Y	Y	IM	http://jddonline.com/	Y	1545-9616																																																yes	2002.0	2022.0	4021.0	234.0	230.0	604.0	1.0	20.0	0.15021139020144242
101164708	Journal der Deutschen Dermatologischen Gesellschaft = Journal of the German Society of Dermatology : JDDG	J Dtsch Dermatol Ges	Germany	Berlin	Blackwell	2003		Monthly	1610-0387	1610-0379	1610-0379	eng	N	2003.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1610-0387	Y	1610-0387																																																yes	2003.0	2022.0	5222.0	553.0	420.0	5147.0	1.0	19.0	0.9856376867100728
101284695	Journal of emergency management (Weston, Mass.)	J Emerg Manag	United States	Weston, MA	Prime National Pub. Corp.	2003		Bimonthly,		1543-5865	1543-5865	eng	N	2013.0	Y	N	IM		Y	1543-5865																																																yes	2013.0	2022.0	462.0	99.0	44.0	461.0	1.0	9.0	0.9978354978354979
8807503	Journal of endourology	J Endourol	United States	New York	Mary Ann Liebert	1987		10 no. a year,	1557-900X	0892-7790	0892-7790	eng	N	1993.0	Y	Y	IM	http://online.liebertpub.com/loi/end	Y	1557-900X																																																yes	1993.0	2022.0	6639.0	334.0	310.0	6613.0	1.0	29.0	0.9960837475523422
101766761	Journal of environmental science and health. Part C, Toxicology and carcinogenesis	J Environ Sci Health C Toxicol Carcinog	United States	Philadelphia, PA	Taylor & Francis Group	2020		Quarterly	2689-6591	2689-6583		eng	Y	2020.0	Y	Y	IM	http://www.tandfonline.com/openurl?genre=journal&eissn=1532-4095	Y	2689-6591																																																yes	2020.0	2022.0	51.0	22.0	11.0	51.0	1.0	2.0	1.0
101710204	Journal of experimental zoology. Part A, Ecological and integrative physiology	J Exp Zool A Ecol Integr Physiol	United States	Hoboken, NJ	Wiley Periodicals, Inc.	2017		Ten issues per year	2471-5646	2471-5638	2471-5638	eng	Y	2017.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-5231	Y	2471-5646																																																yes	2017.0	2022.0	445.0	74.0	117.0	445.0	1.0	5.0	1.0
0267637	The journal of extra-corporeal technology	J Extra Corpor Technol	United States	St. Paul, Minn.	American Society of Extra-Corporeal Technology.	1968		Quarterly		0022-1058	0022-1058	eng	N	1990.0	Y	N	T		Y	0022-1058																																																yes	1990.0	2022.0	1199.0	42.0	23.0	118.0	1.0	32.0	0.09841534612176814
7502590	The Journal of family practice	J Fam Pract	United States	Parsippany, NJ	Frontline Medical Communications	1974		Monthly,	1533-7294	0094-3509	0094-3509	eng	N	1974.0	Y	Y	IM	https://www.mdedge.com/familymedicine/archived-issues/jfponline	Y	1533-7294																																																yes	1974.0	2022.0	9655.0	142.0	132.0	258.0	1.0	48.0	0.026721905748316933
7706045	Journal of food biochemistry	J Food Biochem	United States	Hoboken, NJ	Wiley	1977		Bimonthly,	1745-4514	0145-8884	0145-8884	eng	N	2019.0	Y	Y	IM	https://onlinelibrary.wiley.com/journal/17454514	Y	1745-4514																																																yes	2008.0	2022.0	1767.0	437.0	551.0	1767.0	1.0	14.0	1.0
101630927	Journal of food and drug analysis	J Food Drug Anal	China (Republic : 1949- )	[Taipei, Taiwan]	Food and Drug Administration, Taiwan	2013		Quarterly	2224-6614	1021-9498		eng	N	2014.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/10219498	Y	2224-6614																																																yes	2013.0	2022.0	763.0	54.0	13.0	763.0	1.0	9.0	1.0
8501421	The Journal of forensic odonto-stomatology	J Forensic Odontostomatol	Australia	Adelaide	International Organisation of Forensic Odontostomatology	1983		Two no. a year	2219-6749	0258-414X	0258-414X	eng	N	1983.0	Y	Y	D	http://www.iofos.eu/?page_id=255	Y	2219-6749																																																yes	1983.0	2022.0	425.0	18.0	13.0	0.0	1.0	39.0	0.0
7804128	Journal français d'ophtalmologie	J Fr Ophtalmol	France	Paris, New York	Masson.	1978		Ten no. a year,	1773-0597	0181-5512	0181-5512	fre	N	1978.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/01815512	Y	1773-0597																																																yes	1978.0	2022.0	7610.0	459.0	369.0	4413.0	1.0	44.0	0.5798948751642575
101272825	Journal of gastrointestinal and liver diseases : JGLD	J Gastrointestin Liver Dis	Romania	Cluj-Napoca, Romania	"Editura Medicală Universitară ""Iuliu Haţieganu"""	2006		Quarterly	1842-1121	1841-8724	1841-8724	eng	Y	2006.0	Y	Y	IM	https://www.jgld.ro/jgld/index.php/jgld/issue/archive	Y	1842-1121																																																yes	2006.0	2022.0	1616.0	99.0	60.0	805.0	1.0	16.0	0.49814356435643564
0165543	The Journal of general and applied microbiology	J Gen Appl Microbiol	Japan	Tokyo	Microbiology Research Foundation	1955		Bimonthly	1349-8037	0022-1260	0022-1260	eng	N	2002.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/jgam	Y	1349-8037																																																yes	1997.0	2022.0	1214.0	43.0	44.0	1206.0	1.0	25.0	0.9934102141680395
101521733	Journal of graduate medical education	J Grad Med Educ	United States	Chicago, ILL	Accreditation Council for Graduate Medical Education	2009		Quarterly	1949-8357	1949-8349	1949-8357	eng	N	2015.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/1302/	Y	1949-8357																																																yes	2009.0	2022.0	2362.0	204.0	137.0	2362.0	1.0	13.0	1.0
101688432	The journal of hand surgery Asian-Pacific volume	J Hand Surg Asian Pac Vol	Singapore	Singapore	World Scientific	2016		Three times a year	2424-8363	2424-8355		eng	Y	2016.0	Y	Y	IM	http://www.worldscientific.com/worldscinet/hs	Y	2424-8363																																																yes	2016.0	2022.0	719.0	111.0	147.0	719.0	1.0	6.0	1.0
9609747	Journal of the history of dentistry	J Hist Dent	United States	Chicago Il	American Academy Of The History Of Dentistry	1996		Three no. a year		1089-6287	1089-6287	eng	Y	1996.0	Y	N	D		Y	1089-6287																																																yes	1995.0	2022.0	625.0	30.0	16.0	0.0	1.0	27.0	0.0
7910918	Journal of inherited metabolic disease	J Inherit Metab Dis	United States	[Hoboken, NJ]	Wiley	1978		Six no. a year,	1573-2665	0141-8955	0141-8955	eng	N	1978.0	Y	Y	IM	https://onlinelibrary.wiley.com/journal/15732665	Y	1573-2665																																																yes	1978.0	2022.0	5460.0	129.0	128.0	5422.0	1.0	44.0	0.9930402930402931
8401468	Journal of insurance medicine (New York, N.Y.)	J Insur Med	United States	Potomac, MD	American Academy of Insurance Medicine	1979		Quarterly		0743-6661	0743-6661	eng	N	1991.0	Y	Y	T	http://journalofinsurancemedicine.org/	Y	0743-6661																																																yes	1991.0	2022.0	875.0	8.0	11.0	106.0	1.0	31.0	0.12114285714285715
101714875	Journal international de bioéthique et d'éthique des sciences	J Int Bioethique Ethique Sci	France	[Paris]	Éditions ESKA	2015		Quarterly	2608-1008		2555-5111	eng	Y	2015.0	Y	N	IM		Y	2608-1008																																																yes	2015.0	2022.0	244.0	34.0	21.0	190.0	1.0	7.0	0.7786885245901639
8917477	The Journal of invasive cardiology	J Invasive Cardiol	United States	Malvern, PA	HMP Communications	1988		Twelve no. a year,	1557-2501	1042-3931	1042-3931	eng	N	1999.0	Y	Y	IM	http://www.invasivecardiology.com/	Y	1557-2501																																																yes	1990.0	2022.0	5539.0	199.0	155.0	0.0	1.0	32.0	0.0
9107858	Journal of investigational allergology & clinical immunology	J Investig Allergol Clin Immunol	Spain	Barcelona, Spain	Esmon Publicidad	1991		Six issues a year,		1018-9068	1018-9068	eng	N	1991.0	Y	Y	IM	http://www.jiaci.org/	Y	1018-9068																																																yes	1991.0	2022.0	2832.0	148.0	152.0	803.0	1.0	31.0	0.283545197740113
101488689	Journal of Korean Academy of Nursing	J Korean Acad Nurs	Korea (South)	Seoul	Korean Society of Nursing Science	2008		Bimonthly	2093-758X	2005-3673	2005-3673	kor	Y	2008.0	Y	Y	IM	http://synapse.koreamed.org/search.php?where=jvolume&id=6&code=0006JKAN	Y	2093-758X																																																yes	2008.0	2022.0	1105.0	63.0	40.0	1105.0	1.0	14.0	1.0
8918134	Journal of law and health	J Law Health	United States	Cleveland, Ohio	Students at Cleveland-Marshall College of Law, Cleveland State University	1986		Two no. a year		1044-6419	1044-6419	eng	N	1997.0	Y	Y	H	http://engagedscholarship.csuohio.edu/jlh/	Y	1044-6419																																																yes	1985.0	2021.0	191.0	6.0	0.0	0.0	1.0	36.0	0.0
9431853	Journal of law and medicine	J Law Med	Australia	North Ryde, Australia	Law Book Co.	1993		Quarterly		1320-159X	1320-159X	eng	N	2001.0	Y	N	IM		Y	1320-159X	yes						Journal of Law and Medicine		1320-159X	http://sites.thomsonreuters.com.au/journals/category/journals/journal-of-law-and-medicine/	164.0	au	commercial_publisher	https://www.thomsonreuters.com.au/en.html	Thomson Reuters (Professional)	https://v2.sherpa.ac.uk/id/publisher_policy/164	2010-08-19 10:24:12	2022-06-23 14:26:51	10395.0																													yes	1994.0	2022.0	1301.0	54.0	64.0	0.0	1.0	28.0	0.0
101644425	Journal of managed care & specialty pharmacy	J Manag Care Spec Pharm	United States	Alexandria, VA	Academy of Managed Care Pharmacy	2014		Monthly	2376-1032	2376-0540		eng	Y	2014.0	Y	Y	IM	https://www.jmcp.org/loi/jmcsp	Y	2376-1032																																																yes	2014.0	2022.0	1393.0	189.0	149.0	1376.0	1.0	8.0	0.9877961234745154
9716841	The journal of medical investigation : JMI	J Med Invest	Japan	Tokushima, Japan	University of Tokushima School of Medicine	1997		Irregular	1349-6867	1343-1420	1343-1420	eng	Y	1987.0	Y	Y	IM	https://www.jstage.jst.go.jp/browse/jmi/	Y	1349-6867																																																yes	1997.0	2022.0	1228.0	73.0	55.0	1044.0	1.0	25.0	0.8501628664495114
101477617	Journal of medicine and life	J Med Life	Romania	Bucharest	Carol Davila University Press	2008		Bimonthly,	1844-3117	1844-122X	1844-122X	eng	N	2008.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/1155/	Y	1844-3117																																																yes	2008.0	2022.0	1663.0	129.0	223.0	569.0	1.0	14.0	0.34215273601924234
9815374	The journal of mental health policy and economics	J Ment Health Policy Econ	Italy	Milano, Italy	International Center of Mental Health Policy and Economics	1998		Quarterly	1099-176X	1091-4358	1099-176X	eng	N	2002.0	Y	N	IM		Y	1099-176X	yes						Journal of Mental Health Policy and Economics	1099-176X	1091-4358	http://www.icmpe.org/test1/journal/journal.htm	2323.0	it	society_publisher	http://www.icmpe.org/	International Center of Mental Health Policy and Economics	https://v2.sherpa.ac.uk/id/publisher_policy/2323	2015-06-15 10:23:34	2022-03-24 15:29:07	29786.0																													yes	1998.0	2022.0	450.0	13.0	6.0	81.0	1.0	24.0	0.18
9431852	Journal of microbiology and biotechnology	J Microbiol Biotechnol	Korea (South)	Seoul	Korean Society for Microbiology and Biotechnology	1991		Monthly	1738-8872	1017-7825	1017-7825	eng	N	2007.0	Y	Y	IM	http://jmb.or.kr/	Y	1738-8872																																																yes	1997.0	2022.0	3870.0	187.0	197.0	3018.0	1.0	25.0	0.7798449612403101
101771247	Journal of mother and child	J Mother Child	Poland	[Warsaw, Poland]	Sciendo	2020		Quarterly	2719-535X	2719-6488	1428-345X	eng	Y	2020.0	Y	Y	IM	https://content.sciendo.com/view/journals/jmotherandchild/jmotherandchild-overview.xml?language=en	Y	2719-535X																																																yes	2019.0	2022.0	86.0	33.0	30.0	86.0	1.0	3.0	1.0
101084496	Journal of musculoskeletal & neuronal interactions	J Musculoskelet Neuronal Interact	Greece	Kifissia, Greece	International Society of Musculoskeletal and Neuronal Interactions	2000		Quarterly		1108-7161	1108-7161	eng	N	2004.0	Y	Y	IM	http://www.ismni.org/jmni/	Y	1108-7161																																																yes	2000.0	2022.0	1298.0	70.0	62.0	0.0	1.0	22.0	0.0
9425651	Journal de mycologie médicale	J Mycol Med	France	Paris	Masson	1991		Quarterly	1773-0449	1156-5233	1156-5233	eng	N	2012.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/11565233	Y	1773-0449																																																yes	2009.0	2022.0	821.0	78.0	96.0	821.0	1.0	13.0	1.0
8703519	Journal of National Black Nurses' Association : JNBNA	J Natl Black Nurses Assoc	United States	Boston Ma	National Black Nurses Association	1986		Semiannual		0885-6028	0885-6028	eng	N	1986.0	Y	N	IM		Y	0885-6028																																																yes	1986.0	2021.0	497.0	21.0	0.0	0.0	1.0	35.0	0.0
101162515	Journal of the National Comprehensive Cancer Network : JNCCN	J Natl Compr Canc Netw	United States	Cold Spring Harbor, N.Y.	Harborside Press	2003		Monthly,	1540-1413	1540-1405	1540-1405	eng	N	2003.0	Y	Y	IM	http://www.jnccn.org/content/by/year	Y	1540-1413																																																yes	2003.0	2022.0	2720.0	196.0	143.0	2579.0	1.0	19.0	0.9481617647058823
0253357	Journal of neurosurgery	J Neurosurg	United States	Charlottesville, VA	American Association of Neurological Surgeons	1944		Monthly,	1933-0693	0022-3085	0022-3085	eng	N	1965.0	Y	Y	IM	http://thejns.org/loi/jns	Y	1933-0693																																																yes	1945.0	2022.0	25034.0	321.0	497.0	24290.0	1.0	77.0	0.9702804186306623
