NlmUniqueID	MeshHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid
101622189	Medical Informatics	yes	12.0	yes	yes	yes
9200409	Alabama					
9200409	Health Facilities					
9200409	Health Services					
9800467	Delivery of Health Care					
9800467	Outcome and Process Assessment, Health Care					
9800467	Program Evaluation					
9800467	Quality of Health Care					
9001373	Financial Management					
9001373	Financial Management, Hospital					
8503108	Computers					
8503108	Delivery of Health Care					
8503108	Electronic Data Processing					
9891547	Disease Management					
9891547	Managed Care Programs					
9891547	Prepaid Health Plans					
8612808	Health Facility Administrators					
8612808	Health Services Administration					
8612808	Hospital Administration					
9004556	Health Services Administration					
9004556	Hospital Administration					
9716571	Health Facility Administration					
9716571	Maintenance and Engineering, Hospital					
8215859	Delivery of Health Care					
8215859	Financial Management					
100954799	Food Service, Hospital					
8511257	Delivery of Health Care					
8511257	Hospital Administration					
8801357	Delivery of Health Care					
8801357	Health Services Administration					
8801357	Hospital Administration					
100955103	Hazardous Substances					
100955103	Health Facility Environment					
100955103	Occupational Diseases					
100955103	Occupational Health					
100955103	Safety Management					
9014236	Accidents, Occupational					
9014236	Hazardous Substances					
9014236	Medical Waste					
9014236	Occupational Diseases					
9014236	Waste Products					
9212326	Health Personnel					
9212326	Health Workforce					
9212326	Staff Development					
9416012	Health Personnel					
9416012	Health Workforce					
9416012	Staff Development					
8806584	Information Systems					
9004557	Electronic Data Processing					
9004557	Information Systems					
100958264	Delivery of Health Care, Integrated					
100958264	Managed Care Programs					
100958264	United States					
101209410	Administrative Personnel					
101209410	Delivery of Health Care					
101209410	Leadership					
101209410	Managed Care Programs					
8805307	Health Services Administration	yes	0.0	yes		
8805307	Hospital Administration	yes	0.0	yes		
100961305	Medication Errors					
100961305	Patient Satisfaction					
100961305	Quality of Health Care					
100961305	Safety					
101585961	Economics, Hospital					
101585961	Fund Raising					
101585961	Health Planning Support					
101280107	Health Policy	yes			yes	yes
101208192	Health Services Administration	yes			yes	yes
101208192	Hospital Administration	yes			yes	yes
9891985	Health Care Sector					
9891985	Marketing of Health Services					
9442118	Health Facility Administration					
9442118	Health Maintenance Organizations					
9442118	Health Services					
9442118	Insurance, Health					
9442118	Preferred Provider Organizations					
9442118	United States					
9425861	Delivery of Health Care					
9425861	Health Occupations					
9425861	Health Personnel					
9425861	United States					
101151031	Benchmarking					
8403803	Hospital Administration					
8403803	Marketing of Health Services					
8403803	Public Relations					
9707233	Health Maintenance Organizations					
9707233	Insurance, Health					
9707233	United States					
8507456	Commerce					
8507456	Delivery of Health Care					
8507456	Jurisprudence					
8903882	Health Policy					
8903882	Hospital Administration					
8903882	Hospitals					
8903882	Texas					
8903882	United States					
9315564	Health Status Indicators					
9315564	Population Surveillance					
9315564	Public Health					
9315564	United States					
9315565	Population Surveillance					
9315565	Public Health					
9315565	United States					
101126643	Health Status					
101126643	Health Status Indicators					
101126643	Population Surveillance					
101126643	United States					
101482652	Health Status Indicators					
101482652	Population Surveillance					
101482652	United States					
17320580R	Hearing Disorders					
7900445	Audiology	yes	12.0	yes	yes	yes
9602087	Heart Diseases	yes	0.0	yes	yes	yes
9892190	Heart Diseases					
7600720	Heart					
20440140R	Heart					
100887299	Cardiovascular Diseases					
9210156	Cardiovascular Diseases					
9210156	Cerebrovascular Disorders					
101231934	Heart Failure	yes	12.0	yes	yes	yes
101140283	Heart Failure					
9612481	Heart Failure	yes	12.0	yes	yes	yes
0330057	Cardiovascular Diseases	yes	12.0	yes	yes	yes
0330057	Lung Diseases	yes	12.0	yes	yes	yes
100963739	Cardiovascular Diseases	yes	12.0	yes	yes	yes
100963739	Heart Diseases	yes	12.0	yes	yes	yes
100963739	Lung Diseases	yes	12.0	yes	yes	yes
100963739	Vascular Diseases	yes	12.0	yes	yes	yes
101200317	Arrhythmias, Cardiac	yes	12.0	yes	yes	yes
101200317	Electrophysiology	yes	12.0	yes	yes	yes
101200317	Heart	yes	12.0	yes	yes	yes
100891112	Cardiac Surgical Procedures					
100891112	Heart Diseases					
100891112	Minimally Invasive Surgical Procedures					
100891112	Thoracic Diseases					
100891112	Thoracic Surgical Procedures					
8511258	Cardiovascular System	yes	12.0	yes	yes	yes
8810802	Cardiovascular Diseases					
9104930	Emergencies					
9104930	Heart Arrest					
9104930	Thrombosis					
8917455	Ethics	yes	12.0	yes	yes	yes
8917455	Ethics, Institutional	yes	12.0	yes	yes	yes
8917455	Hospitals	yes	12.0	yes	yes	yes
8917455	Professional Staff Committees	yes	12.0	yes	yes	yes
7504994	Accidents					
7504994	Occupational Medicine					
7504994	Social Medicine					
7504994	Social Security					
0254146	Medicine					
0377243	Homeopathy					
0377243	Naturopathy					
1301763	Child Welfare					
1301763	Psychology, Child					
9605411	Helicobacter	yes	12.0	yes	yes	yes
9605411	Helicobacter Infections	yes	12.0	yes	yes	yes
0377562	Education, Nursing					
0377562	Greece					
0377562	Nursing					
0377562	Public Health Nursing					
17330220R	General Surgery					
0373002	Medicine					
101257471	Nuclear Medicine					
9001934	Surgery, Oral					
0322305	Dentistry					
0322305	Mouth Diseases					
101257381	Cardiovascular Diseases					
2985094R	Chemistry Techniques, Analytical					
2985095R	General Surgery					
2985096R	General Surgery					
0401174	Medicine					
7706034	Medicine					
7610480	Dentistry					
0373005	Pediatrics					
0373006	Pediatrics					
17330350R	Pharmacology					
17330350R	Physiology					
17330360R	Pharmacology					
17330360R	Physiology					
17330380R	Hematology					
17330380R	Immunization, Passive					
9613253	Blood Component Transfusion					
9613253	Bone Marrow Transplantation					
9613253	Hematologic Diseases					
100965523	Blood					
100965523	Hematology					
8307268	Hematology	yes	12.0	yes	yes	yes
8307268	Medical Oncology	yes	12.0	yes	yes	yes
8709473	Hematology	yes	12.0	yes	yes	yes
8709473	Medical Oncology	yes	12.0	yes	yes	yes
101468532	Hematologic Diseases					
101468532	Stem Cell Transplantation					
8707764	Hematologic Diseases					
9708388	Hematologic Diseases	yes	0.0	yes		
100890099	Hematologic Diseases	yes	12.0	yes	yes	yes
100890099	Hematology	yes	12.0	yes	yes	yes
9608785	Hematologic Diseases					
101093910	Hemodialysis, Home	yes	12.0	yes	yes	yes
101093910	Renal Dialysis	yes	12.0	yes	yes	yes
7705865	Hemoglobins	yes	12.0	yes	yes	yes
0156010	Hemostasis					
0156010	Thrombosis					
7905538	History of Medicine					
0124331	Medicine					
0122304	Medicine					
101151457	Biliary Tract Diseases	yes	12.0	yes	yes	yes
101151457	Liver Diseases	yes	12.0	yes	yes	yes
101151457	Pancreatic Diseases	yes	12.0	yes	yes	yes
8007849	Gastroenterology					
8007849	Liver Diseases					
101695860	Gastroenterology	yes	0.0	yes		
101695860	Liver Diseases	yes	0.0	yes		
101304009	Liver Diseases	yes	12.0	yes		
8302946	Liver Diseases	yes	12.0	yes	yes	yes
101537529	Health Facilities	yes	0.0	yes	yes	yes
101537529	Health Facility Environment	yes	0.0	yes	yes	yes
101537529	Hospital Design and Construction	yes	0.0	yes	yes	yes
0374654	Genetic Phenomena	yes	0.0	yes		
0374654	Genomics	yes	0.0	yes		
0373007	Genetics	yes	6.0	yes	yes	yes
9715168	Abdomen	yes	12.0	yes	yes	yes
9715168	Hernia	yes	12.0	yes	yes	yes
9715168	Laparoscopy	yes	12.0	yes	yes	yes
9801722	Herpesviridae Infections					
7801231	Cardiovascular Diseases	yes	12.0	yes	yes	yes
9425873	Electrophysiology	yes	12.0	yes	yes	yes
9425873	Heart Diseases	yes	12.0	yes	yes	yes
9425873	Pacemaker, Artificial	yes	12.0	yes	yes	yes
17340020R	Dermatology					
0213157	Dermatology					
0213157	Urology					
1305010	Dermatology					
7501807	Dermatology					
17340330R	Public Health					
17340310R	Colombia					
17340310R	Public Health					
17340300R	Sanitary Engineering					
8703497	Dentistry					
100901183	Altitude	yes	0.0	yes	yes	yes
100901183	Altitude Sickness	yes	0.0	yes	yes	yes
100901183	Biology	yes	0.0	yes	yes	yes
100901183	Medicine	yes	0.0	yes	yes	yes
9421087	Cardiovascular Diseases	yes	12.0	yes		
9421087	Hypertension	yes	12.0	yes		
0435774	Ophthalmology					
0060440	Hygiene					
0060440	Preventive Medicine					
17340320R	Accident Prevention					
17340320R	Accidents, Occupational					
17340320R	Occupational Medicine					
17340320R	Social Security					
7905001	Psychiatry					
9431605	Optometry					
2985097R	Anti-Bacterial Agents					
0421145	Urology					
7511195	Hip					
7511195	Hip Joint					
9200413	Hip	yes	0.0	yes	yes	yes
9200413	Hip Joint	yes	0.0	yes	yes	yes
101510649	Hypertension	yes	12.0	yes	yes	yes
101510649	Risk Factors	yes	12.0	yes	yes	yes
9108167	Hippocampus	yes	12.0	yes	yes	yes
0413670	Medicine					
0413670	Physical Therapy Modalities					
0224555	Dentistry					
0421060	Medicine					
101150304	Delivery of Health Care					
101150304	Health					
101150304	Hispanic Americans					
101150304	United States					
0373011	Medicine					
9426321	Biological Evolution					
9426321	Biology					
9426321	Paleontology					
17340510R	History of Medicine					
9513999	Brazil					
9513999	History of Medicine					
9513999	Medicine					
9513999	Science					
7507133	Hospitals					
7700207	Veterinary Medicine					
8003052	Biology	yes	12.0	yes	yes	yes
8003052	Philosophy	yes	12.0	yes	yes	yes
9013819	Mental Disorders	yes	0.0	yes	yes	yes
9013819	Psychiatry	yes	0.0	yes	yes	yes
9808650	Psychology	yes	0.0	yes	yes	yes
17340520R	History of Medicine	yes	0.0	yes	yes	yes
8201528	Science					
0225346	History of Medicine					
9506663	Cell Biology	yes	12.0	yes	yes	yes
9506663	Histocytochemistry	yes	12.0	yes	yes	yes
0163161	Histocytochemistry					
0411277	Histocytochemistry					
0411300	Histocytochemistry					
8609357	Histology					
8609357	Pathology					
7704136	Histology	yes	12.0	yes	yes	yes
7704136	Pathology	yes	12.0	yes	yes	yes
101249725	Acquired Immunodeficiency Syndrome					
101249725	Communicable Disease Control					
101249725	HIV Infections					
101249725	Health Policy					
9417025	Acquired Immunodeficiency Syndrome					
9417025	HIV Infections					
101122284	Acquired Immunodeficiency Syndrome					
101122284	HIV Infections					
101122284	Health Personnel					
100936377	Acquired Immunodeficiency Syndrome					
100936377	Clinical Trials as Topic					
100936377	HIV Infections					
9200421	Acquired Immunodeficiency Syndrome					
9200421	HIV Infections					
101150647	Acquired Immunodeficiency Syndrome					
101150647	Community Health Services					
101150647	Community-Institutional Relations					
101150647	Continuity of Patient Care					
101150647	HIV Infections					
101150647	Prisoners					
100897392	Acquired Immunodeficiency Syndrome	yes	12.0	yes	yes	yes
100897392	HIV Infections	yes	12.0	yes	yes	yes
100954637	Acquired Immunodeficiency Syndrome					
100954637	Canada					
101738312	Acquired Immunodeficiency Syndrome	yes	0.0	yes		
101738312	Clinical Medicine	yes	0.0	yes		
101738312	Clinical Trials as Topic	yes	0.0	yes		
101738312	HIV Infections	yes	0.0	yes		
101675570	HLA Antigens	yes	12.0	yes	yes	yes
101675570	Immunogenetic Phenomena	yes	12.0	yes	yes	yes
9506687	Health Maintenance Organizations					
9506687	Insurance, Health					
9506687	United States					
8710832	Group Practice					
8710832	Health Maintenance Organizations					
8710832	United States					
2985099R	Otolaryngology	yes	12.0	yes	yes	yes
9104138	Education, Nursing					
9104138	Finland					
9104138	Nursing Care					
0011672	Tuberculosis, Pulmonary					
17410240R	Public Health Nursing					
17410290R	Medicine					
7502572	Dentistry					
7502572	Japan					
7502572	Societies, Dental					
8702105	Holistic Health	yes	12.0	yes	yes	yes
8702105	Nurse-Patient Relations	yes	12.0	yes	yes	yes
8702105	Nursing	yes	12.0	yes	yes	yes
8702105	Philosophy, Nursing	yes	12.0	yes	yes	yes
8707765	Home Care Services					
8707765	United States					
9809996	Home Care Agencies					
9809996	Home Care Services					
9605410	Home Care Services					
8000128	Home Care Services	yes	12.0	yes	yes	yes
8612812	Home Care Services					
8612812	United States					
7909326	Home Care Services					
101650829	Home Care Services	yes	12.0	yes	yes	yes
101650829	Home Health Nursing	yes	12.0	yes	yes	yes
8403379	Community Health Services					
8403379	Home Care Services					
8403379	Home Nursing					
8403379	Public Health Nursing					
100884165	Home Care Agencies					
100884165	Home Care Services					
17410500R	Homeopathy					
0400655	Homeopathy					
0400655	Organotherapy					
7608498	Homeopathy					
101140517	Homeopathy	yes	12.0	yes	yes	yes
9206066	Central Nervous System					
9206066	Homeostasis					
0374655	Anthropology	yes			yes	yes
17410540R	Homeopathy					
9512509	Clinical Medicine	yes	0.0	yes		
17410690R	Military Medicine					
17410710R	Tuberculosis					
1301165	General Surgery					
1301165	Medicine					
1301165	Therapeutics					
9614441	HIV Infections					
0416611	Medicine					
7502793	Biochemistry					
7502793	Biophysics					
17420040R	Medicine					
17420050R	Spain					
17420050R	State Medicine					
0217764	Behavior	yes	12.0	yes	yes	yes
0217764	Endocrinology	yes	12.0	yes	yes	yes
0217764	Sexual Behavior	yes	12.0	yes	yes	yes
101518427	Antineoplastic Agents, Hormonal					
101518427	Neoplasms, Hormone-Dependent					
101518427	Neoplastic Processes					
0177722	Endocrinology	yes	12.0	yes	yes	yes
0177722	Hormones	yes	12.0	yes	yes	yes
0177722	Metabolic Diseases	yes	12.0	yes	yes	yes
0177722	Metabolism	yes	12.0	yes	yes	yes
0330417	Hormones					
0330417	Metabolism					
101538885	Biochemical Phenomena	yes	12.0	yes	yes	yes
101538885	Hormones	yes	12.0	yes	yes	yes
101538885	Medicine	yes	12.0	yes	yes	yes
0366126	Endocrinology					
101525157	Adolescent	yes	0.0	yes	yes	yes
101525157	Child	yes	0.0	yes	yes	yes
101525157	Endocrine System Diseases	yes	0.0	yes	yes	yes
101525157	Infant	yes	0.0	yes	yes	yes
17420080R	Endocrine Glands					
0366127	Endocrinology					
101142469	Endocrine Glands	yes	12.0	yes	yes	yes
101142469	Endocrine System Diseases	yes	12.0	yes	yes	yes
101142469	Hormones	yes	12.0	yes	yes	yes
101142469	Metabolic Diseases	yes	12.0	yes	yes	yes
8306251	Hormones					
0420561	Endocrinology					
0332425	Hospital Administration					
0332425	Hospitals					
9427237	Hospital Administration					
9427237	Hospitals					
0037362	Hospital Administration					
0373014	Canada					
0373014	Hospital Administration					
0373014	Hospital Design and Construction					
0373014	Hospitals					
0262165	Hospital Administration					
8302821	Admitting Department, Hospital					
8906078	Aircraft					
8906078	Emergency Medical Services					
8906078	Transportation of Patients					
8410882	Financial Management					
8410882	Financial Management, Hospital					
9603097	Case Management					
9603097	Critical Pathways					
9603097	Patient Care Planning					
0040250	Hospitals, Psychiatric					
0040250	Social Work, Psychiatric					
17420450R	Biomedical Technology					
17420450R	Technology, Dental					
9201993	Costs and Cost Analysis					
9201993	Economics, Hospital					
9201993	Financial Management, Hospital					
17420460R	Hospitals					
0361026	Equipment and Supplies, Hospital					
0361026	Hospital Design and Construction					
8510434	Occupational Health Services					
8510434	Personnel Administration, Hospital					
8510434	United States					
7805786	Engineering					
7805786	Equipment and Supplies, Hospital					
7805786	Maintenance and Engineering, Hospital					
8712401	Economics, Hospital					
8712401	Hospital Administration					
0152562	Equipment and Supplies, Hospital					
0152562	Materials Management, Hospital					
8602397	Delivery of Health Care					
8602397	Ethics					
8602397	Ethics, Institutional					
8602397	Hospitals					
0227500	Accounting					
0227500	Economics, Hospital					
8703500	Dietetics					
8703500	Food Service, Hospital					
8703500	Nutritional Physiological Phenomena					
7508609	Pharmacy Service, Hospital					
0376561	Hospitals					
0401046	Medicine					
8802247	Consumer Behavior					
8802247	Hospital Administration					
8802247	Professional-Patient Relations					
9008949	Accidents, Occupational					
9008949	Hazardous Substances					
9008949	Hospitals					
9008949	Medical Waste					
9008949	Occupational Diseases					
9008949	Waste Products					
17420260R	Hospital Administration					
17420260R	Hospitals					
9312077	Delivery of Health Care					
9312077	Hospital Administration					
9312077	Hospitals					
9312077	United States					
100892665	Delivery of Health Care					
100892665	Health Facility Administration					
100892665	Hospital Administration					
7611540	Hospital Administration					
0332235	Hospital Administration					
0332235	Hospitals					
7507137	Cross Infection					
8505218	Hospices					
8911901	Hospitals					
8911901	Jurisprudence					
8911901	Legislation, Hospital					
8911901	United States					
7700322	Libraries, Hospital					
7700322	United States					
17430040R	Hospitals					
0373016	Hospital Administration					
8202040	Hospital Administration					
8202040	Public Relations					
8502526	Hospital Administration					
8502526	United States					
8400614	Hospital Administration					
8702109	Materials Management, Hospital					
8702109	Purchasing, Hospital					
7909330	Materials Management, Hospital					
9803882	Clinical Medicine					
9803882	Medicine					
0350747	Medical Staff, Hospital					
9805449	Delivery of Health Care					
9805449	Hospital Administration					
9805449	United States					
9013820	Consumer Behavior					
9013820	Hospital-Patient Relations					
9013820	Public Relations					
101585349	Child, Hospitalized					
101585349	Pediatrics					
7706036	Hospitals					
7706036	Nursing Homes					
7706036	Peer Review					
7706036	Quality of Health Care					
7706036	United States					
0043175	Pharmacy Service, Hospital					
7600530	Medical Staff, Hospital					
0074404	Hospitals					
0074404	Medicine					
101268948	Hospitalists	yes	12.0	yes	yes	yes
101268948	Medicine	yes	12.0	yes	yes	yes
8404149	Hospitals					
8404149	Medicine					
0374656	Hospitals					
0374656	Nursing					
0374656	Schools, Nursing					
7804118	Purchasing, Hospital					
100883480	Canada					
100883480	Health Services Administration					
100883480	Hospital Administration					
8508098	Hospital Records					
8508098	Hospitals, General					
8508098	Records					
8508098	United States					
9014460	Economics, Hospital					
9014460	Marketing of Health Services					
8100790	Financial Management					
8100790	Hospital Administration					
8708292	Accident Prevention					
8708292	Hospital Administration					
8708292	Safety					
8708292	Security Measures					
8903894	Economics, Hospital					
8903894	Marketing of Health Services					
0236624	Hospital Administration					
8500896	Biomedical Technology					
8500896	Equipment and Supplies, Hospital					
8500896	Hospital Administration					
0411772	Equipment and Supplies, Hospital	yes	12.0	yes	yes	yes
0411772	Hospitals	yes	12.0	yes	yes	yes
7810267	Canada					
7810267	Hospital Administration					
0373020	Hospitals					
0012036	Hospitals					
9427238	Medicine					
9427238	Surgical Procedures, Operative					
17430270R	Hospitals					
0373015	Education					
0373015	Hospitals					
0373015	Switzerland					
100964619	Hospitalists					
0374657	Hospitals					
0050430	Catalogs, Library					
0050430	Hospitals					
0050430	London					
1254114	Prosthodontics					
7901130	Evaluation Studies as Topic					
7901130	Health Services					
100900921	Biliary Tract Diseases	yes	12.0	yes	yes	yes
100900921	Liver Diseases	yes	12.0	yes	yes	yes
100900921	Pancreatic Diseases	yes	12.0	yes	yes	yes
9002972	Biliary Tract Surgical Procedures					
9002972	Liver					
9002972	Pancreas					
9426503	Equipment and Supplies, Hospital					
9426503	Materials Management, Hospital					
9426503	Purchasing, Hospital					
9011800	Personnel Management					
100969580	Acquired Immunodeficiency Syndrome					
100969580	Delivery of Health Care					
100969580	HIV Infections					
100969580	United States					
0323220	Public Health					
9712938	Nursing					
0073267	Nursing					
9422648	Dentistry					
9422648	Mouth Diseases					
8609552	Medicine					
8405344	China					
8405344	Engineering					
8405344	Environmental Health					
22730300R	New Jersey					
22730300R	Public Health					
22730300R	Vital Statistics					
9711270	Antibodies, Monoclonal	yes	0.0	yes	yes	yes
9711270	Hybridomas	yes	0.0	yes	yes	yes
9014461	Antibodies, Monoclonal					
9014461	Hybridomas					
0116717	Anthropology	yes	0.0	yes		
0116717	Biology	yes	0.0	yes		
0347221	Biology					
0347221	Genetics, Medical					
0347221	Pacific Islands					
0347221	Population					
9419065	Brain Mapping	yes	0.0	yes		
8912329	Cells	yes	12.0	yes	yes	yes
0012445	Growth					
0012445	Physiology					
0012445	Psychology					
9004560	Toxicology	yes	0.0	yes		
0374660	Ergonomics	yes	0.0	yes	yes	yes
17440180R	Family Planning Services					
100888143	Fertility	yes	12.0	yes	yes	yes
100888143	Infertility	yes	12.0	yes	yes	yes
9008950	Genetic Therapy	yes	0.0	yes	yes	yes
9008950	Transfection	yes	0.0	yes	yes	yes
101607433	Drug Discovery					
101607433	Genetic Therapy					
101573202	Genetic Therapy					
7613873	Genetics, Medical	yes	12.0	yes	yes	yes
7809212	Genetics, Medical					
101202210	Genetic Research					
101202210	Genomics					
101202210	Pharmacogenetics					
9607656	Holistic Health					
9607656	Humanism					
9607656	Patients					
9607656	Physician-Patient Relations					
9607656	Physicians					
0200525	Genetics, Medical	yes	0.0	yes	yes	yes
8010936	Allergy and Immunology	yes	12.0	yes	yes	yes
8010936	Histocompatibility Testing	yes	12.0	yes	yes	yes
9208958	Cytogenetics	yes	12.0	yes	yes	yes
9208958	Genetics, Medical	yes	12.0	yes	yes	yes
8300127	Movement	yes	18.0	yes	yes	yes
9215429	Genetics, Medical	yes	12.0	yes	yes	yes
9215429	Mutation	yes	12.0	yes	yes	yes
9010063	Behavior	yes	12.0	yes	yes	yes
9010063	Psychology, Social	yes	12.0	yes	yes	yes
9010063	Social Behavior	yes	12.0	yes	yes	yes
8211530	Brain					
8211530	Neurology					
8211530	Neurophysiology					
8207515	Dietetics					
8207515	Nutritional Physiological Phenomena					
8207516	Nutrition Disorders					
8207516	Nutritional Physiological Phenomena					
0412703	Anthropology					
9421547	Pathology	yes	12.0	yes	yes	yes
7605014	Physiology					
8702539	Psychopharmacology	yes	12.0	yes	yes	yes
8702539	Psychotropic Drugs	yes	12.0	yes	yes	yes
8701199	Embryology	yes	12.0	yes	yes	yes
8701199	Reproduction	yes	12.0	yes	yes	yes
9815992	Bioethics					
9815992	Genetics					
9815992	Reproduction					
9507614	Embryology	yes	12.0	yes	yes	yes
9507614	Reproduction	yes	12.0	yes	yes	yes
9105327	Human Experimentation					
9105327	Jurisprudence					
9105327	Research					
9105327	United States					
101170535	Health Personnel	yes	0.0	yes		
101170535	Health Workforce	yes	0.0	yes		
101170535	Personnel Management	yes	0.0	yes		
8206759	Toxicology					
101265291	Vaccines					
101572652	Immunotherapy	yes	0.0	yes		
101572652	Vaccines	yes	0.0	yes		
7607154	Genetics, Medical					
9424769	Medicine					
17440280R	Physiology					
0111357	Radiation					
101131136	Hybridomas					
8202424	Antibodies, Monoclonal					
8202424	Hybridomas					
101241539	Antibodies, Monoclonal					
101241539	Hybridomas					
0374661	Mental Health					
7606913	Environmental Health					
7606913	Public Health					
17440350R	Medicine					
17440350R	Public Health					
8304186	Health Education					
8304186	Health Promotion					
9421297	Hypertension	yes	0.0	yes		
9421297	Pregnancy	yes	0.0	yes		
9307690	Hypertension	yes	6.0	yes	yes	yes
7906255	Hemodynamics	yes	6.0	yes	yes	yes
0351477	Students, Dental					
101087241	Acquired Immunodeficiency Syndrome					
101087241	HIV Infections					
7902489	Carcinogens					
7902489	Neoplasms					
7902489	Research					
8002508	Carcinogens					
8002508	Neoplasms					
8002508	Research					
0402626	Carcinogens					
0402626	Neoplasms					
0402626	Research					
8907342	Carcinogens					
8907342	Neoplasms					
8907341	Carcinogens					
8907341	Neoplasms					
8009542	Neoplasms					
8009542	Research					
0364347	Neoplasms					
0364347	Research					
9810937	AIDS Vaccines					
7505550	Medicine					
7505550	Research					
59430280R	Medicine					
17510090R	Science					
7601701	Dental Assistants					
17510500R	Nervous System					
100883655	Drug Evaluation					
100883655	Drugs, Investigational					
101188789	Biotechnology					
101188789	Nanotechnology					
9881869	Computer Graphics	yes	0.0	yes	yes	yes
8305985	Biomedical Engineering					
101260913	Movement Disorders					
101260913	Prostheses and Implants					
101260913	Rehabilitation					
101260913	Robotics					
101260913	Self-Help Devices					
101604520	Biomedical Engineering	yes	0.0	yes	yes	yes
101604520	Medical Informatics	yes	0.0	yes	yes	yes
101623153	Biomedical Engineering	yes	0.0	yes		
101541727	Biomedical Engineering	yes	0.0	yes	yes	yes
101493803	Biomedical Engineering	yes	0.0	yes	yes	yes
101493803	Electronics, Medical	yes	0.0	yes	yes	yes
101312520	Bionics	yes	0.0	yes	yes	yes
101312520	Electronics, Medical	yes	0.0	yes	yes	yes
0012737	Biophysics	yes	0.0	yes	yes	yes
0012737	Electronics	yes	0.0	yes	yes	yes
0012737	Engineering	yes	0.0	yes	yes	yes
101609393	Biomedical Engineering	yes	0.0	yes	yes	yes
101609393	Cybernetics	yes	0.0	yes	yes	yes
101609393	Man-Machine Systems	yes	0.0	yes	yes	yes
101491191	Robotics	yes	0.0	yes	yes	yes
101491191	Touch	yes	0.0	yes	yes	yes
101491191	User-Computer Interface	yes	0.0	yes	yes	yes
9886191	Image Processing, Computer-Assisted	yes	0.0	yes	yes	yes
9886191	Signal Processing, Computer-Assisted	yes	0.0	yes	yes	yes
9712259	Electronic Data Processing					
9712259	Medical Informatics					
9712259	Medicine					
8310780	Electronics, Medical	yes	0.0	yes	yes	yes
8310780	Radiography	yes	0.0	yes	yes	yes
101152869	Biomedical Engineering	yes	0.0	yes	yes	yes
101152869	Computational Biology	yes	0.0	yes	yes	yes
101152869	Nanotechnology	yes	0.0	yes	yes	yes
101211035	Neural Networks, Computer					
101616214	Artificial Intelligence	yes	0.0	yes	yes	yes
101616214	Neural Networks, Computer	yes	0.0	yes	yes	yes
101097023	Biomedical Engineering	yes	0.0	yes		
101097023	Electronics, Medical	yes	0.0	yes		
101097023	Models, Neurological	yes	0.0	yes		
101097023	Neural Networks, Computer	yes	0.0	yes		
101097023	Rehabilitation	yes	0.0	yes		
101097023	Self-Help Devices	yes	0.0	yes		
9885960	Artificial Intelligence	yes	0.0	yes	yes	yes
9885960	Pattern Recognition, Automated	yes	0.0	yes	yes	yes
9413994	Biomedical Engineering					
9413994	Ergonomics					
9413994	Physical and Rehabilitation Medicine					
9413994	Rehabilitation					
9413994	Self-Help Devices					
1274320	Cybernetics					
1274320	Man-Machine Systems					
9890044	Cybernetics					
9890044	Man-Machine Systems					
9882735	Biomedical Engineering	yes	0.0	yes	yes	yes
9882735	Radio Waves	yes	0.0	yes	yes	yes
9882735	Static Electricity	yes	0.0	yes	yes	yes
9882735	Ultrasonics	yes	0.0	yes	yes	yes
9891704	Computer Graphics	yes	0.0	yes	yes	yes
9891704	Computer Simulation	yes	0.0	yes	yes	yes
9891704	Image Processing, Computer-Assisted	yes	0.0	yes	yes	yes
101196755	Computational Biology	yes	0.0	yes	yes	yes
101303205	Biotechnology	yes	0.0	yes		
101303205	Nanotechnology	yes	0.0	yes		
101301198	Computational Biology	yes	0.0	yes		
101301198	Genomics	yes	0.0	yes		
9427236	Epidemiology					
9427236	Hygiene					
9427236	Italy					
9427236	Microbiology					
9427236	Nutritional Physiological Phenomena					
9427236	Public Health					
0373022	Medicine					
0373022	Public Health					
17520040R	Medicine					
101125977	Biophysics					
101125977	Health Physics					
101125977	Physics					
0421144	Medicine					
0417441	Biology					
0417441	Medicine					
7502094	Hygiene					
7502094	Public Health					
9439766	Medical Records					
101738444	Ergonomics	yes	12.0	yes	yes	yes
101738444	Occupational Health	yes	12.0	yes	yes	yes
9516416	Animal Welfare	yes	6.0	yes	yes	yes
9516416	Animals, Laboratory	yes	6.0	yes	yes	yes
9516416	Transplantation, Heterologous	yes	6.0	yes	yes	yes
17520440R	Neoplasms					
0374667	Dentistry					
22540090R	Illinois					
22540090R	Public Health					
7703926	Medicine					
17520760R	Lighting					
8704892	Biology					
8704892	Mathematics					
8704892	Medicine					
0435746	Nursing					
0435746	Societies, Nursing					
0435746	United States					
8400753	Nursing					
0253702	Dentistry					
7703940	Medicine					
7505519	Allergy and Immunology					
7505519	Infections					
101635460	Immune System Diseases	yes	0.0	yes		
101635460	Immunity, Cellular	yes	0.0	yes		
101635460	Inflammation	yes	0.0	yes		
17530110R	Immunity					
9432918	Allergy and Immunology	yes	12.0	yes	yes	yes
9432918	Immunity	yes	12.0	yes	yes	yes
8804308	Allergy and Immunology					
8002742	Allergy and Immunology	yes	12.0	yes	yes	yes
0010301	Allergy and Immunology					
0010301	Immunochemistry					
0010301	Molecular Biology					
9001383	Immunologic Deficiency Syndromes					
9418574	Immunologic Deficiency Syndromes					
0420404	Immunogenetics	yes	12.0	yes	yes	yes
8806387	Blood Group Antigens					
8806387	Hematology					
8806387	Serology					
