NlmUniqueID	MeshHeading	
2983305R	Pharmacology	
2985184R	Physiology	
8610886	Neurology	
8610886	Psychiatry	
101490689	Radiology	
101490689	Radionuclide Imaging	
101490689	Radiotherapy	
1302176	General Surgery	
100884261	Cardiovascular Diseases	
100884261	Cardiovascular Surgical Procedures	
100884261	Thoracic Diseases	
100884261	Thoracic Surgical Procedures	
0235076	Tuberculosis	
0235077	Thoracic Diseases	
0235077	Tuberculosis	
0376567	Veterinary Medicine	
19130030R	Medicine	
17740340R	Medicine	
2985200R	Orthodontics	
100884618	Laparoscopy	
9315239	Delivery of Health Care	
9315239	Quality Assurance, Health Care	
9315239	Quality of Health Care	
101238023	Quality Assurance, Health Care	
101238023	Quality of Health Care	
101238023	Safety Management	
101166696	Quality Assurance, Health Care	
101166696	Quality of Health Care	
101166696	Safety Management	
8812163	Health Facilities	
8812163	Hospitals	
101764223	Joint Diseases	
101764223	Orthopedic Procedures	
101319133	Dairying	
101319133	Veterinary Medicine	
7608510	Gynecology	
7608510	Obstetrics	
8601606	Gynecology	
8601606	Obstetrics	
8601606	Perinatology	
21030350R	Dentistry	
21030350R	Dentists	
21030350R	Finland	
0400657	Chemistry	
0014405	Medicine	
18110020R	Science	
0413526	Anatomy	
2985202R	Nuclear Medicine	
2985202R	Radioisotopes	
0164673	Mouth Diseases	
0164673	Tooth Diseases	
18110540R	Nursing	
18110565R	Nursing	
0133626	Nursing	
18110570R	Education, Nursing	
1305441	Nursing	
7810064	Nursing	
18110590R	Nursing	
7601750	Medicine	
7601750	Nursing	
9500886	Nursing	
9500886	Nursing Research	
8501226	Medicine	
18110790R	Education, Nursing	
18110790R	Nursing	
0236671	Communicable Diseases	
100960562	Medicine	
0376352	Cardiology	
0376352	Cardiovascular System	
0376351	Cardiology	
0213515	Dentistry	
0213515	Insurance, Dental	
101215359	Education, Medical	
101215359	Medicine	
0153272	Midwifery	
0376354	Medicine	
0413676	Leprosy	
0413676	Surgery, Plastic	
0422132	Tuberculosis	
9109135	Bioethics	
9109135	Ethics, Medical	
0371210	Nursing	
0416615	Drug Therapy	
0416615	Pharmaceutical Preparations	
0412765	General Surgery	
0376355	General Surgery	
9610505	Blood Pressure	
9610505	Hypertension, Renal	
9610505	Kidney	
9610505	Kidney Diseases	
0323470	Kidney	
0323470	Kidney Diseases	
7508622	Kidney Diseases	
101766381	Kidney	
101766381	Kidney Diseases	
0376356	Pediatrics	
8305989	Pediatric Nursing	
8208745	Medicine	
7903314	Medicine	
18130420R	Medicine	
0366132	Parasitology	
0417450	Parasitology	
0376357	Clinical Laboratory Techniques	
0376357	Pathology	
0376357	Research	
0413530	Medicine	
0376613	Medicine	
0376613	Research	
7605042	Anesthesiology	
7605042	Intensive Care Units	
9516872	Surgical Procedures, Operative	
0376360	Surgical Procedures, Operative	
9432021	Clinical Laboratory Techniques	
0152601	Neoplasms	
2985204R	Medicine	
18140020R	Medicine	
101189112	Communicable Diseases	
0014133	Eye Diseases	
0014133	Ophthalmology	
101288212	Eye Diseases	
101288212	Ophthalmology	
9422582	Diagnostic Imaging	
9422582	Nervous System Diseases	
0376614	Ophthalmology	
9425213	Neoplasms	
0326144	Pediatrics	
18130630R	Medicine	
9425346	Nurse Clinicians	
9425346	Nursing	
2985205R	Medicine	
0376777	Occupational Medicine	
9430798	Knee	
9430798	Knee Injuries	
9430798	Knee Joint	
9430798	Knee Prosthesis	
9314730	Arthroscopy	
9314730	Athletic Injuries	
9314730	Knee	
9314730	Knee Injuries	
18030110R	Medicine	
7507234	Medicine	
7502599	Medicine	
0413531	Medicine	
7502602	Oral Health	
7502602	Preventive Dentistry	
7502602	Public Health Dentistry	
0413677	Mouth Diseases	
9807834	Japan	
9807834	Medicine	
9807834	Public Health	
9807834	Research	
0413532	Cardiovascular System	
0413532	Respiratory System	
18140450R	Tuberculosis	
100959225	General Surgery	
100959225	Surgical Procedures, Operative	
101502451	Anesthesiology	
101189416	Gastroenterology	
101211947	Liver Diseases	
101211947	Liver Neoplasms	
8712418	Internal Medicine	
101322822	Clinical Laboratory Techniques	
101322822	Pathology, Clinical	
101503071	Education, Medical	
101503071	Korea	
8804513	Ophthalmology	
9435800	Host-Parasite Interactions	
9435800	Parasites	
9435800	Parasitic Diseases	
100956096	Diagnostic Imaging	
100956096	Radiology	
101499376	Urogenital Neoplasms	
101499376	Urologic Diseases	
2985207R	History of Medicine	
2985207R	Science	
18210040R	Japan	
18210040R	Public Health	
0417736	Aerospace Medicine	
0417736	Extraterrestrial Environment	
0417736	Space Flight	
0412766	Aerospace Medicine	
0412766	Extraterrestrial Environment	
0412766	Space Flight	
9892261	Biology	
7801777	Physical Therapy Modalities	
8006304	Nursing	
8000153	Nursing	
8000153	Nursing Care	
0321505	Nursing	
0321505	Nursing Care	
0425135	Nursing	
0251004	Neoplasms	
7808996	Neoplasms	
8609082	Critical Care	
7611160	Medicine	
20230490R	Parasitology	
20230490R	Tropical Medicine	
100899230	Otolaryngology	
100899230	Otorhinolaryngologic Diseases	
18220190R	Physical Education and Training	
18220190R	Sports	
0413701	Medicine	
0376615	Medicine	
8302118	Nursing	
2985210R	Medicine	
0114232	Tuberculosis	
0065346	Science	
0065346	Technology	
9206095	Delivery of Health Care	
9206095	Hospitals	
9206095	Kentucky	
18120750R	Medicine	
8309653	Nursing	
21830470R	Radiometry	
7502604	Bionics	
7502604	Cybernetics	
0413533	Thoracic Surgery	
0157752	Tuberculosis	
0152332	Mouth Diseases	
0234040	Medicine	
0112725	Animals, Laboratory	
0417737	Animals, Laboratory	
0015266	Animals, Laboratory	
1266503	Animals, Laboratory	
101128948	Biotechnology	
101128948	Microchemistry	
101128948	Miniaturization	
101128948	Nanotechnology	
18230090R	Medicine	
18230140R	Clinical Laboratory Techniques	
18230150R	Clinical Laboratory Techniques	
18230150R	Pathology	
9615688	Hematologic Tests	
9615688	Hematology	
9615688	Pathology, Clinical	
0376617	Pathology	
0250641	Biomedical Technology	
0250641	Chemistry, Clinical	
0250641	Pathology	
0376620	Laboratories	
7707818	Biology	
7707818	Medicine	
7707818	Research Design	
0376616	Allergy and Immunology	
0376616	Bacteriology	
0376616	Clinical Laboratory Techniques	
0376616	Parasitology	
7901326	Medicine	
0015312	General Surgery	
0015312	Medicine	
7502608	General Surgery	
7502608	Medicine	
18230280R	Dairy Products	
18230280R	Dairying	
18230280R	Milk	
0027707	Medicine	
0015376	Nursing	
8511320	Nursing	
2985213R	Medicine	
101712925	Adolescent Health	
101712925	Child Health	
101712925	Pediatrics	
101618821	Diabetes Mellitus	
101618821	Endocrine System Diseases	
101751302	Biomedical Technology	
101751302	Medical Informatics	
101690683	Gastrointestinal Diseases	
101690683	Liver Diseases	
101613665	Global Health	
101613665	Internationality	
101613665	Public Health	
101643584	Hematologic Diseases	
101773309	Healthy Aging	
101773309	Longevity	
101645355	HIV Infections	
101130150	Communicable Diseases	
101130150	Infections	
101769019	Microbiological Phenomena	
101769019	Microbiological Techniques	
101139309	Nervous System	
101139309	Nervous System Diseases	
101139309	Neurology	
100957246	Neoplasms	
101704339	Environmental Health	
101704339	Global Health	
101638123	Mental Disorders	
101699003	Health Policy	
101699003	Public Health	
101605555	Respiratory Tract Diseases	
0173426	Medicine	
2985214R	Language	
2985214R	Phonetics	
2985214R	Speech	
0323431	Child	
0323431	Education, Special	
0323431	Hearing Disorders	
0323431	Infant	
0323431	School Health Services	
0323431	Speech Disorders	
0204167	General Surgery	
0204167	Surgical Procedures, Operative	
9200455	General Surgery	
9200456	General Surgery	
9200456	Surgical Procedures, Operative	
0171206	General Surgery	
9808285	General Surgery	
9808285	Surgical Procedures, Operative	
9882736	Colloids	
9882736	Surface Properties	
1272344	General Surgery	
1272344	Medicine	
18240290R	Physicians	
8203246	Medicine	
7513628	Otolaryngology	
7513627	Otolaryngology	
7513627	Surgery, Plastic	
8912371	Otorhinolaryngologic Diseases	
8607378	Otolaryngology	
8711105	Laser Therapy	
8711105	Nursing Care	
8611515	Lasers	
8007168	Laser Therapy	
9005665	Laser Therapy	
9005665	Lasers	
9609064	Functional Laterality	
2985216R	Infant Care	
2985216R	Infant, Newborn, Diseases	
2985216R	Pediatrics	
7505645	Pathology	
0404434	Occupational Diseases	
0404434	Occupational Medicine	
2985217R	Medicine	
7801255	Behavior	
7801255	Behavioral Sciences	
7801255	Jurisprudence	
8205794	Ethics, Medical	
8205794	Jurisprudence	
8205794	Legislation, Medical	
8205794	Medicine	
8205794	Nursing	
0403231	Dentistry	
9815837	Delivery of Health Care	
9815837	Health Policy	
9815837	Health Services Research	
9815837	United States	
9211318	Canada	
9211318	Health Services	
9211318	Hospital Administration	
9211318	Hospitals	
101464443	Health Services Administration	
101464443	Leadership	
7507243	Education, Nursing	
7507243	Nursing	
0102673	Nursing	
101155056	Behavior	
101155056	Behavior, Animal	
101155056	Conditioning, Psychological	
101155056	Learning	
101155056	Psychology, Experimental	
9435678	Learning	
9435678	Memory	
18310190R	Pharmacy	
18310270R	Health Resorts	
18310270R	Therapeutics	
2985219R	Insurance, Life	
2985219R	Medicine	
0311747	Gastroenterology	
0147162	Medicine	
0147162	Research	
0243575	Medicine	
0413704	Medicine	
18310430R	Medicine	
7801257	Forensic Medicine	
7801257	Jurisprudence	
8003226	Forensic Medicine	
100889186	Forensic Medicine	
0206765	Forensic Medicine	
7810301	Canada	
7810301	Jurisprudence	
7810301	Legislation, Medical	
9425319	Clinical Medicine	
9425319	History of Medicine	
18310680R	Medicine	
0260743	Medicine	
1306751	Medicine	
8916639	Eye	
8916639	Lens, Crystalline	
0376624	Leprosy	
0243711	Leprosy	
8510094	Microbiology	
9007422	Leukemia	
9007422	Lymphoma	
7706787	Leukemia	
8704895	Leukemia	
101616707	Delivery of Health Care	
101616707	Healthcare Disparities	
101616707	Sexuality	
101616707	Transgender Persons	
57630670R	Library Science	
57920670R	Cataloging	
57920670R	Library Science	
57920670R	Periodicals as Topic	
57630720R	Library Administration	
57630720R	Library Science	
101299403	Medicine	
0142735	Biology	
18320890R	Health	
18320890R	Medicine	
0375521	Biochemistry	
0375521	Biology	
0375521	Pharmacology	
0375521	Physiology	
0244306	Biochemistry	
0244306	Biology	
0244306	Pharmacology	
0244306	Physiology	
101728869	Biological Science Disciplines	
0375522	Pharmacology	
0375522	Physiology	
0375523	Biochemistry	
0375523	Biology	
101603561	Bioethics	
101603561	Public Policy	
1250331	Extraterrestrial Environment	
1250331	Space Flight	
101632373	Biological Science Disciplines	
101632373	Ecological Systems, Closed	
101632373	Extraterrestrial Environment	
101632373	Radiation Effects	
9431217	Aerospace Medicine	
9431217	Ecology	
9431217	Extraterrestrial Environment	
9431217	Life Support Systems	
8219681	Artificial Organs	
8219681	Ecological Systems, Closed	
8219681	Life Support Systems	
7610536	Behavior	
7610536	Suicide	
101716139	Genomics	
101716139	Health Behavior	
101716139	Life Style	
9516348	Data Interpretation, Statistical	
9516348	Models, Statistical	
18330250R	Tuberculosis	
0074253	Croatia	
0074253	Medicine	
0074253	Physicians	
0074253	Slovenia	
9601540	Medicine	
0376625	General Surgery	
8203780	Medicine	
8203780	Pharmacy	
9426080	Otorhinolaryngologic Diseases	
101303164	Head	
101303164	Neck	
101303164	Otorhinolaryngologic Diseases	
2985221R	Catholicism	
2985221R	Medicine	
2985221R	Religion and Medicine	
0060450	Lipids	
101147696	Hyperlipidemias	
101147696	Lipids	
101147696	Nutritional Physiological Phenomena	
9715780	Health Promotion	
100961551	Case Management	
100961551	Managed Care Programs	
100961551	Nursing Process	
100961551	Patient Care Planning	
9706704	Medicine	
9706704	Primary Health Care	
18330780R	General Surgery	
18330780R	Medicine	
18330980R	Cardiology	
8309346	Literature	
8309346	Medicine	
8200939	Liver	
8200939	Liver Diseases	
101160857	Liver	
101160857	Liver Diseases	
100909185	Liver Transplantation	
9502504	Biliary Tract Surgical Procedures	
9502504	Liver Diseases	
9502504	Liver Transplantation	
18331090R	General Surgery	
18331090R	Medicine	
0376626	Pharmacognosy	
9211328	Dental Materials	
9211328	Laboratories, Dental	
18230020R	Bacteriology	
0211167	Demography	
0211167	Population	
0316657	California	
0316657	Dentistry	
0316657	Societies, Dental	
9617311	Language Disorders	
9617311	Speech Disorders	
9617311	Voice	
9617311	Voice Disorders	
0413706	Medicine	
8503900	Long-Term Care	
7801260	Health Services	
7801260	Long-Term Care	
7801260	Organization and Administration	
8608499	Jurisprudence	
8608499	Long-Term Care	
101513496	Longitudinal Studies	
0333116	Respiratory Tract Diseases	
0333116	Social Problems	
0333116	Tuberculosis	
0333115	Respiratory Tract Diseases	
0333115	Tuberculosis	
18340750R	Medicine	
101506777	Urinary Tract Physiological Phenomena	
101506777	Urologic Diseases	
101087137	Liability, Legal	
101087137	Long-Term Care	
18340860R	Obstetrics	
100889025	Luminescence	
7701875	Lung	
7701875	Lung Diseases	
7701875	Respiration	
8800805	Lung Neoplasms	
9204265	Lupus Erythematosus, Systemic	
101633705	Lupus Erythematosus, Systemic	
9003285	Neoplasms	
9214703	Psychoanalysis	
101163587	Lymphatic Diseases	
101163587	Lymphatic System	
101163587	Research	
9107882	Cytokines	
9107882	Lymphokines	
8308208	Lymphokines	
0155112	Lymphatic System	
0376627	General Surgery	
0335015	Medicine	
0417452	Pharmacology	
0417452	Pharmacy	
18410020R	Pharmacology	
18410180R	Veterinary Medicine	
8200948	Anesthesiology	
7704293	Pediatrics	
101479829	Antibodies, Monoclonal	
101135941	Biological Science Disciplines	
101135941	Biopolymers	
101135941	Macromolecular Substances	
9888239	Biochemical Phenomena	
9888239	Macromolecular Substances	
9888239	Polymers	
0365316	Macromolecular Substances	
0365316	Polymers	
9425130	Dentistry	
9425130	Indonesia	
7507251	Medicine	
18340100R	Medicine	
7902084	Medicine	
9310752	Magnetic Resonance Spectroscopy	
8409187	Magnetic Resonance Spectroscopy	
9882600	Chemistry, Organic	
9882600	Magnetic Resonance Spectroscopy	
8214883	Magnetic Resonance Spectroscopy	
8214883	Nuclear Medicine	
9422762	Magnetic Resonance Imaging	
8505245	Magnetic Resonance Spectroscopy	
101153368	Magnetic Resonance Imaging	
8910769	Magnetic Resonance Imaging	
8900948	Magnesium	
9005667	Magnesium	
9005667	Trace Elements	
8219687	Magnesium	
0417742	Medicine	
0417742	Neurology	
0016262	Gynecology	
0016262	Obstetrics	
9313833	Neoplasms	
20010350R	Radiology	
18420110R	General Surgery	
0074071	Orthopedics	
0074071	Surgery, Plastic	
0074071	Wounds and Injuries	
9313834	Hand	
9313834	Orthopedics	
9313834	Surgery, Plastic	
9313834	Wounds and Injuries	
0417650	Hungary	
0417650	Science	
1300152	Maine	
1300152	Societies, Nursing	
9310753	Nursing	
9440736	Dentistry	
7507213	Dentistry	
7808298	Dentistry	
9500584	Dentistry	
0243601	Pediatrics	
1271453	General Surgery	
1262076	Internal Medicine	
0261660	Gynecology	
0261660	Obstetrics	
0261661	Pathology	
1270355	Cardiovascular Diseases	
0400677	Mollusca	
101139802	Malaria	
9500170	Medicine	
0105614	Dentistry	
101286655	Nutritional Physiological Phenomena	
8101177	Pathology	
0073774	Nurses, Male	
0073774	Nursing	
0073774	Nursing Care	
0073774	United Kingdom	
18420390R	Mali	
18420390R	Medicine	
9100916	Genome, Human	
9100916	Genomic Library	
9100916	Mammals	
9100916	Mice	
7508250	Mammals	
7508250	Zoology	
0073340	Anthropology	
7606743	Ethics, Medical	
7606743	Health Services	
7606743	Medicine	
7606743	Social Values	
9610924	Manipulation, Orthopedic	
9610924	Musculoskeletal Diseases	
9610924	Neuromuscular Diseases	
9610924	Physical Therapy Modalities	
9303583	Managed Care Programs	
9715194	Economics, Medical	
9715194	Managed Care Programs	
9308935	Managed Care Programs	
9709416	Delivery of Health Care	
9709416	Managed Care Programs	
9709416	United States	
9104196	Hospital Design and Construction	
9104196	Maintenance and Engineering, Hospital	
9514312	Managed Care Programs	
9514312	Medicaid	
9514312	Medicare	
9514312	United States	
9804133	Medicine	
0324110	Medicine	
18410260R	Medicine	
0410760	Medicine	
0071761	Chemical Industry	
0071761	Chemistry	
100892712	Biotechnology	
100892712	Marine Biology	
100892712	Molecular Biology	
101213729	Marine Biology	
101213729	Pharmaceutical Preparations	
101213729	Pharmacology	
101213729	Research	
9882895	Ecosystem	
9882895	Environmental Health	
9882895	Marine Biology	
9882895	Water Pollutants	
9882895	Water Pollution	
101475200	Genomics	
101475200	Marine Biology	
0260231	Marine Biology	
0260231	Water Pollution	
8413234	Medicine	
18420710R	Otolaryngology	
18420700R	Skin	
9891646	Marketing of Health Services	
0421062	Medicine	
18430020R	Medicine	
0253777	Family	
0253777	Marriage	
0414134	General Surgery	
2985228R	Medicine	
9813470	Medicine	
18430330R	Tuberculosis	
7803548	Massachusetts	
7803548	Nursing	
7803548	Societies, Nursing	
8219702	Mass Spectrometry	
0413707	Anesthesiology	
9304859	Materials Management, Hospital	
0400704	Medicine	
0400704	Pharmaceutical Preparations	
0236526	Medicine	
0236526	Pharmacology	
101484109	Biocompatible Materials	
101484109	Biomimetics	
101484109	Nanotechnology	
9508118	Drug Therapy	
9508118	History of Medicine	
9508118	Medicine	
9427155	Drug Therapy	
9427155	History of Medicine	
9427155	Medicine	
9715672	Child Health Services	
9715672	Child Welfare	
9715672	Maternal Health Services	
9715672	Maternal Welfare	
0350761	Maternal-Child Nursing	
0350761	Obstetric Nursing	
0350761	Pediatric Nursing	
101201025	Child Nutritional Physiological Phenomena	
101201025	Maternal Nutritional Physiological Phenomena	
18430590R	Gynecology	
18430590R	Obstetrics	
18430590R	Pediatrics	
18430600R	Child Welfare	
18430610R	Obstetrics	
18430610R	Pediatrics	
0103146	Biometry	
0103146	Mathematics	
101197794	Biology	
101197794	Engineering	
101197794	Mathematics	
101182345	Biology	
101182345	Mathematics	
101182345	Medicine	
8906139	Collagen	
8906139	Connective Tissue	
9432592	Collagen	
9432592	Connective Tissue	
9432592	Extracellular Matrix	
9312140	Collagen	
9312140	Connective Tissue	
7807333	Climacteric	
7807333	Geriatrics	
7807333	Menopause	
7807333	Middle Aged	
0104141	Dentistry	
8507508	Health	
8507508	Medicine	
0405543	Medicine	
9891120	Health Education	
9891120	Women's Health	
101519231	Microbiological Phenomena	
18410300R	Dentistry	
2985231R	Medicine	
8611912	Delivery of Health Care	
8611912	Health Policy	
8611912	Legislation, Medical	
8611912	United States	
8611913	Delivery of Health Care	
8611913	Health Policy	
8611913	Legislation, Medical	
8611913	United States	
18410310R	Medicine	
7605941	Obstetric Nursing	
7605941	Pediatric Nursing	
18410070R	Medicine	
18410050R	Medicine	
101522608	Delivery of Health Care	
101522608	Insurance, Health	
101522608	New Jersey	
8408946	Computers	
8408946	Electronics, Medical	
22620100R	Maryland	
22620100R	Public Health	
100931679	Medicine	
8506985	Medicine	
1246143	Societies, Nursing	
1246142	Maryland	
1246142	Nursing	
1246142	Societies, Nursing	
2985229R	Medicine	
7806609	Perinatology	
101160862	Food Industry	
101160862	Meat	
101160862	Nutritive Value	
18440070R	Dentures	
0347227	Aging	
0347227	Biochemistry	
0347227	Growth	
101258184	Biochemistry	
101258184	Biomechanical Phenomena	
101258184	Biomedical Engineering	
9101218	Developmental Biology	
9101218	Molecular Biology	
101769215	Medicine	
101769215	Translational Medical Research	
0017241	Medicine	
18440230R	Aerospace Medicine	
0352131	Dentistry	
0352131	Medicine	
0352131	Veterinary Medicine	
9427297	Africa	
9427297	Education, Medical, Graduate	
7612076	Medicine	
0420144	Medicine	
7707343	Anthropology	
7707343	Cross-Cultural Comparison	
8405037	Anthropology	
101635337	Medicine	
0400722	Medicine	
0425576	Medical Illustration	
0400712	Medicine	
0117251	Sexual Dysfunction, Physiological	
0060560	Cineangiography	
0060560	Cineradiography	
0060560	Education, Medical	
0060560	Motion Pictures	
0060560	Photography	
0060560	Television	
18630210R	Medicine	
0417300	Medicine	
0417300	Research	
0043417	Biomedical Engineering	
0043417	Equipment and Supplies	
7704869	Biomedical Engineering	
7704869	Computers	
0400710	Biology	
0400710	Medical Illustration	
0400710	Photography	
100927874	Colombia	
100927874	Medicine	
100927874	Public Health	
18610690R	Medicine	
101281329	History of Medicine	
101281329	Medicine	
0017240	Medicine	
0017240	Pharmacology	
18510360R	Medicine	
9427052	Clinical Medicine	
18510390R	Occupational Medicine	
0034640	Medicine	
0034640	Pennsylvania	
0034640	Physicians	
20520670R	Medicine	
22110150R	Medicine	
0230027	Comprehensive Health Care	
0230027	Personal Health Services	
9506850	Delivery of Health Care	
9506850	Economics, Medical	
9506850	Health Services Research	
0073130	Economics, Medical	
0073130	Insurance, Health	
0073130	Legislation, Medical	
0073130	Public Health	
101240303	Chemistry, Pharmaceutical	
0331257	Gastroenterology	
18610320R	General Surgery	
18610320R	Medicine	
18540370R	General Surgery	
18540370R	Medicine	
18540370R	Pharmacy	
0404435	Medicine	
0404435	Military Medicine	
9515688	Electronic Data Processing	
9515688	Insurance Claim Review	
9515688	Medical Records Systems, Computerized	
0376377	Medicine	
2985236R	Medicine	
0421050	Medicine	
0421050	Research	
18610270R	Tropical Medicine	
18510510R	Medicine	
9612305	Global Health	
9612305	Social Medicine	
9612305	Warfare	
0400720	Medicine	
7601805	Dermatology	
8109073	Decision Making	
8109073	Medicine	
1255176	Dentistry	
7706056	Dentistry	
7706056	Medicine	
18540440R	Athletic Injuries	
18540440R	Occupational Medicine	
9215490	Equipment and Supplies	
27310340R	Hospitals	
27310340R	Illinois	
27310340R	Physicians	
58230450R	Documentation	
8908862	Radiotherapy	
0216750	Medicine	
0216750	Research	
0210575	Medicine	
0210575	Microbiology	
2985239R	Economics, Medical	
7605655	Education, Medical	
101242774	Education, Medical	
9806550	Education, Medical	
18440270R	Medicine	
7801790	Electronics, Medical	
18520120R	Electronics	
18520120R	Ergonomics	
9430789	Microscopy, Electron	
9422753	Biomedical Engineering	
9422753	Physics	
0402400	Medicine	
0402400	Nutritional Physiological Phenomena	
2985243R	Medicine	
1246320	Research	
18540550R	Disabled Persons	
18540550R	Physical Therapy Modalities	
0414415	Medicine	
18610520R	History of Medicine	
18610520R	Medicine	
18440290R	France	
18440290R	Medicine	
101564536	Gases	
101564536	Medicine	
7508660	Family Practice	
7508660	Medicine	
7806079	Delivery of Health Care	
7806079	Social Medicine	
9214715	History of Medicine	
0400723	Medicine	
101250177	Medicine	
0346073	Economics, Medical	
0346073	Group Practice	
0346073	Office Management	
0346073	Organization and Administration	
8804124	Group Practice	
0362525	Family Planning Services	
0362525	Fertility	
0362525	Gynecology	
0362525	Infertility, Male	
0362525	Sociology	
9801557	Delivery of Health Care	
9801557	Health Policy	
9801557	Legislation, Medical	
9801557	United States	
9001428	Delivery of Health Care	
9001428	Health Policy	
9001428	Legislation, Medical	
9001428	United States	
9815900	Bioethics	
9815900	Ethics, Medical	
9815900	Europe	
9815900	Philosophy, Medical	
9603446	Medicine	
0401052	History of Medicine	
0361435	History of Medicine	
0361435	Spain	
8411123	History of Medicine	
100959585	Ethics, Medical	
100959585	Humanities	
100959585	Medicine in Literature	
8710646	Bioethics	
8710646	Ethics, Medical	
8710646	Humanities	
9427226	Clinical Medicine	
9427226	Hygiene	
9427226	Medicine	
7505668	Medicine	
7505668	Research	
18610450R	History of Medicine	
18610450R	Medicine	
9713490	Diagnostic Imaging	
9713490	Image Processing, Computer-Assisted	
101249582	Diagnosis, Computer-Assisted	
101249582	Diagnostic Imaging	
101249582	Image Processing, Computer-Assisted	
101249582	Robotics	
101249582	Surgery, Computer-Assisted	
101249582	Therapy, Computer-Assisted	
18540600R	Pediatrics	
2985233R	Pediatrics	
7612096	Computers	
7612096	Electronic Data Processing	
7612096	Information Systems	
7612096	Medical Informatics	
100883495	Electronic Data Processing	
100883495	Internet	
100883495	Medical Informatics	
0361136	Biomedical Engineering	
0361136	Equipment and Supplies	
9207689	Critical Care	
8916855	Economics, Medical	
8916855	Managed Care Programs	
9431273	Internal Medicine	
7503144	Internal Medicine	
7506353	Internal Medicine	
9427363	Medicine	
9427363	Temperance	
18540620R	Medicine	
0400714	Medicine	
7705894	Medicine	
0361546	Medicine	
0361547	Medicine	
0135201	Medicine	
18520390R	General Surgery	
18520390R	Medicine	
0251103	Medicine	
0376637	Medicine	
8303501	Medicine	
101575086	Critical Care	
101575086	Emergencies	
101575086	Medicine	
8302967	Medicine	
8302966	Medicine	
8611127	Medicine	
18440320R	Medicine	
0375264	Clinical Laboratory Techniques	
18610420R	Medicine	
7609161	Biomedical Technology	
7609162	Biomedical Technology	
18610010R	Medicine	
0401176	Occupational Medicine	
8218185	Jurisprudence	
8218185	Legislation, Medical	
8218185	Medicine	
9308945	Jurisprudence	
9308945	Legislation, Medical	
0376631	Jurisprudence	
0412003	Criminology	
0412003	Jurisprudence	
7513649	Criminology	
7513649	Forensic Medicine	
7513649	Jurisprudence	
0412004	Criminology	
0412004	Jurisprudence	
18620500R	Medicine	
2985240R	Drug Therapy	
2985240R	Pharmaceutical Preparations	
18440200R	Medicine	
18620430R	Medicine	
0311416	Communicable Diseases	
0311416	Medicine	
7910744	Malpractice	
9801899	Case Management	
9801899	Disease Management	
9801899	Evidence-Based Medicine	
9801899	Outcome Assessment, Health Care	
0261537	Drug Industry	
0261537	Economics, Medical	
0314524	Allergy and Immunology	
0314524	Communicable Diseases	
0314524	Microbiology	
25930690R	Austria	
25930690R	Education, Medical	
101239023	Cell Physiological Phenomena	
101239023	Microscopy, Electron	
101239023	Molecular Biology	
0375265	Medicine	
18630100R	Medicine	
7802665	Drug Therapy	
7802665	Medicine	
18440250R	Medicine	
9815835	Mycology	
101562838	Mycology	
101562838	Mycoses	
18630110R	Medicine	
9442877	Hospital-Physician Joint Ventures	
9442877	Medical Staff	
22420420R	Aerospace Medicine	
7606227	Family Planning Services	
9429506	Medicine	
9442133	History of Medicine	
0017454	Public Health	
0017454	Public Health Administration	
9435512	Neoplasms	
8405039	Medical Oncology	
8405039	Neoplasms	
9815821	Mouth Diseases	
101231694	Mouth	
101231694	Mouth Diseases	
18610080R	Medicine	
0376635	Parasitic Diseases	
0376635	Parasitology	
7506654	Child	
7506654	Infant	
7506654	Neoplasms	
8305678	Child	
8305678	Infant	
8305678	Medical Oncology	
8305678	Neoplasms	
1277203	Medicine	
0152106	Pharmacology	
0152106	Research	
0425746	Biophysics	
0376642	Environmental Exposure	
0376642	Occupational Diseases	
18620270R	Medicine	
18610130R	Medicine	
2985249R	Medicine	
18530110R	Medicine	
8901334	Medicine	
9416269	Accidents, Occupational	
9416269	Cumulative Trauma Disorders	
9416269	Dancing	
9416269	Music	
9416269	Occupational Diseases	
9416269	Occupational Medicine	
2985242R	Medicine	
8202448	Economics, Medical	
8202448	Equipment and Supplies	
18530170R	Medicine	
0331260	Biomedical Engineering	
0331260	Medicine	
0331260	Technology	
1305622	Drug Industry	
1305622	Equipment and Supplies	
1305622	Pharmaceutical Preparations	
1305622	USSR	
0412772	Photography	
0412772	Radiography	
18530220R	Radiology	
2984767R	Radiation Effects	
2984767R	Radiology	
18530250R	Medicine	
0100043	Medicine	
1263577	Medicine	
8405388	Medical Records	
0400715	Medical Records	
8219208	Information Services	
8219208	Information Systems	
8219208	Libraries, Medical	
8219208	Library Services	
0051420	Engineering	
0051420	Medicine	
0051420	Technology	
22420570R	Explosions	
22420570R	Submarine Medicine	
8103150	Medicine	
0421063	Military Medicine	
18540530R	Medicine	
0375266	Jurisprudence	
101581406	Environmental Health	
101581406	Tropical Medicine	
0142012	Medicine	
101629322	Medicine	
8710980	Biology	
8710980	Medicine	
0400721	Forensic Medicine	
0400721	Jurisprudence	
9609063	Clinical Laboratory Techniques	
9609063	Clinical Medicine	
9609063	Research	
101597444	Biotechnology	
101597444	Clinical Laboratory Techniques	
101597444	Research	
0203246	Sports	
0203246	Sports Medicine	
8005433	Sports	
8005433	Sports Medicine	
0176472	History of Medicine	
9710573	Insurance, Life	
