NlmUniqueID	BroadJournalHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid	DOAJ_Seal	DOAJ	Reverse_Flip	flipped_embargo	flipped_access_model	flipped_born_oa
8502170	Psychology	yes	12.0	yes	yes	yes						
9434927	Forensic Sciences											
9434927	Jurisprudence											
7910017	Gastroenterology	yes	12.0	yes	yes	yes						
8006505	Hospitals											
8006505	Pharmacy											
8510461	Cardiology											
8510461	Vascular Diseases											
100888554	Vascular Diseases	yes	12.0	yes	yes	yes						
8102137	Allergy and Immunology	yes	12.0	yes	yes	yes						
7802877	Medicine	yes	0.0	yes			No	yes				
8801384	Clinical Laboratory Techniques	yes	0.0	yes			No	yes				
8801384	Technology	yes	0.0	yes			No	yes				
7808987	Allergy and Immunology											
9006547	General Surgery											
101300157	Biochemistry	yes	12.0	yes	yes	yes						
101300157	Metabolism	yes	12.0	yes	yes	yes						
7505564	Microbiology	yes	0.0	yes	yes	yes						
8506707	Technology											
9806357	Medical Informatics	yes	12.0	yes	yes	yes						
9806357	Medicine	yes	12.0	yes	yes	yes						
100887391	Neurology	yes	12.0	yes	yes	yes						
100887391	Physiology	yes	12.0	yes	yes	yes						
8109051	Neurology											
8109051	Ophthalmology											
8506708	Neurology	yes	12.0	yes	yes	yes						
8506708	Physiology	yes	12.0	yes	yes	yes						
8002260	Neurology											
9433352	Neurology	yes	12.0	yes	yes	yes						
9207302	Nursing	yes	12.0	yes	yes	yes						
8309333	Neoplasms	yes	12.0	yes	yes	yes						
0243471	Dentistry											
0243471	Orthodontics											
0376601	Pathology	yes	0.0	yes	yes	yes						
0217241	Pathology											
8300543	Pathology											
101273195	Pathology											
9100079	Dentistry											
9100079	Pediatrics											
0425123	Dentistry	yes	12.0	yes	yes	yes						
8704308	Pharmacy	yes	12.0	yes	yes	yes						
8704308	Therapeutics	yes	12.0	yes	yes	yes						
0366372	Pharmacology	yes	12.0	yes	yes	yes						
1255670	Pharmacology											
0366131	Pharmacology											
7801243	Psychiatry	yes										
0217132	Psychology	yes	12.0	yes	yes	yes						
9435680	Psychology	yes	12.0	yes	yes	yes						
8109496	Psychopharmacology	yes	12.0	yes	yes	yes						
101519456	Endocrinology						No	yes				
101519456	Pediatrics						No	yes				
9518034	Orthopedics	yes	12.0	yes	yes	yes						
9518034	Physiology	yes	12.0	yes	yes	yes						
9518034	Rheumatology	yes	12.0	yes	yes	yes						
101231977	Neurology	yes	6.0	yes								
101231977	Psychophysiology	yes	6.0	yes								
17840200R	Dentistry											
0401663	Diagnostic Imaging	yes	12.0	yes	yes	yes						
9815671	Virology	yes	12.0	yes	yes	yes						
8910747	Neurology	yes	0.0	yes	yes	yes						
8806397	Psychology	yes	12.0	yes	yes	yes						
7503074	Medicine											
9606447	General Surgery											
9606447	Medicine											
7507190	Radiology											
0043125	Chemistry	yes	12.0	yes	yes	yes						
17840210R	Chemistry											
7507191	Dentistry											
100886263	Chemistry											
0222527	Medical Informatics											
0261652	Communicable Diseases											
0260316	Audiology	yes	24.0	yes	yes	yes						
0260316	Speech-Language Pathology	yes	24.0	yes	yes	yes						
7600747	Public Health	yes	12.0	yes	yes	yes						
8411341	Nursing	yes	12.0	yes	yes	yes						
8411341	Public Health	yes	12.0	yes	yes	yes						
0367033	Psychology	yes	12.0	yes	yes	yes						
101577308	Health Services Research	yes	0.0	yes	yes	yes						
0406041	Neurology	yes	12.0	yes	yes	yes						
0102444	Pathology	yes	12.0	yes	yes	yes						
0102444	Veterinary Medicine	yes	12.0	yes	yes	yes						
8413199	Behavioral Sciences											
8413199	Neurology											
8413199	Physiology											
101141792	Behavioral Sciences	yes	12.0	yes	yes	yes						
101141792	Neurology	yes	12.0	yes	yes	yes						
8413200	Biochemistry	yes	12.0	yes	yes	yes						
8413200	Metabolism	yes	12.0	yes	yes	yes						
8413200	Physiology	yes	12.0	yes	yes	yes						
0414612	Physiology											
0414612	Psychology											
8309850	Psychology	yes	0.0	yes	yes	yes						
101313855	Complementary Therapies	yes	12.0	yes	yes	yes						
8710425	Biomedical Engineering	yes	12.0	yes	yes	yes						
8710425	Molecular Biology	yes	12.0	yes	yes	yes						
7703942	Radiology	yes	12.0	yes	yes	yes						
9433358	Computational Biology	yes	0.0	yes	yes	yes						
9433358	Molecular Biology	yes	0.0	yes	yes	yes						
9878362	Chemistry	yes	12.0	yes	yes	yes						
9878362	Computational Biology	yes	12.0	yes	yes	yes						
9439510	Computational Biology	yes	12.0	yes	yes	yes						
9439510	Neurology	yes	12.0	yes	yes	yes						
7805373	Diagnostic Imaging											
7507166	Dentistry											
0136553	Psychology	yes	0.0	yes	yes	yes						
0136646	Psychology											
8805644	Chemistry	yes	18.0	yes	yes	yes						
8805644	Toxicology	yes	18.0	yes	yes	yes						
101090552	Dentistry											
8510462	Jurisprudence											
8805847	Education	yes	12.0	yes	yes	yes						
8805847	Health Services	yes	12.0	yes	yes	yes						
0262321	Education	yes	12.0	yes	yes	yes						
0262321	Nursing	yes	12.0	yes	yes	yes						
9883807	Dentistry											
8607908	Pharmacology	yes	12.0	yes	yes	yes						
9503759	Health Services	yes	0.0	yes	yes	yes						
9503759	Public Health	yes	0.0	yes	yes	yes						
101130964	Dermatology	yes	12.0	yes	yes	yes						
101136419	Dermatology	yes	12.0	yes	yes	yes						
9814276	Chemistry											
2985124R	Psychology	yes	0.0	yes	yes	yes						
8109845	Genetics, Medical											
8508398	Genetics, Medical											
9010410	Dentistry	yes	12.0	yes	yes	yes						
9010410	General Surgery	yes	12.0	yes	yes	yes						
8704309	Dentistry	yes	12.0	yes	yes	yes						
8704309	General Surgery	yes	12.0	yes	yes	yes						
9513587	Traumatology											
8610642	Critical Care	yes	12.0	yes	yes	yes						
8608118	Critical Care											
101318676	Gastroenterology	yes	12.0	yes	yes	yes						
8700909	Geriatrics	yes	12.0	yes	yes	yes						
9439196	Nursing											
9439196	Social Sciences											
100890790	Dermatology											
9614685	Dermatology	yes	0.0	yes								
9614685	General Surgery	yes	0.0	yes								
0425124	Dermatology	yes	12.0	yes	yes	yes						
0425124	Pathology	yes	12.0	yes	yes	yes						
8309334	Biochemistry											
7511483	Biochemistry											
101128966	Pulmonary Medicine	yes	12.0	yes	yes	yes						
2985125R	Veterinary Medicine	yes	0.0	yes	yes	yes						
2985126R	Veterinary Medicine	yes	0.0	yes			No	yes				
9700066	Physical and Rehabilitation Medicine											
9700066	Sports Medicine											
9889915	Audiology	yes	12.0	yes	yes	yes						
9889915	Education	yes	12.0	yes	yes	yes						
0354422	Dentistry	yes	12.0	yes	yes	yes						
7505600	Dentistry											
7505601	Dentistry											
0322313	Dentistry											
0150034	Dentistry											
0150034	Pediatrics											
101180951	Dentistry	yes										
101180951	Pediatrics	yes										
8000150	Dentistry	yes	12.0	yes	yes	yes						
8000150	Education	yes	12.0	yes	yes	yes						
8902616	Dentistry											
17910020R	Dentistry											
0063015	Dentistry											
0354343	Dentistry	yes	12.0	yes	yes	yes						
9875626	Dentistry											
9416048	Dentistry											
9610506	Clinical Laboratory Techniques											
9610506	Dentistry											
7600545	Dermatology	yes	6.0	yes								
9011485	Dermatology	yes	12.0	yes	yes	yes						
7505013	Dermatology											
7505013	General Surgery											
7707501	Dermatology											
7707501	Neoplasms											
8918133	Dermatology	yes	12.0	yes	yes	yes						
8006933	Behavioral Sciences	yes	12.0	yes	yes	yes						
8006933	Pediatrics	yes	12.0	yes	yes	yes						
101517692	Embryology	yes	0.0	yes	yes	yes						
101517692	Medicine	yes	0.0	yes	yes	yes						
7910737	Embryology											
7910737	Pediatrics											
7910737	Perinatology											
7910737	Physiology											
8708656	Endocrinology											
101504326	Endocrinology	yes	0.0	yes			No	yes				
9204583	Endocrinology	yes	12.0	yes	yes	yes						
101520702	Endocrinology	yes	0.0	yes			No	yes				
101605237	Endocrinology	yes	0.0	yes			Yes	yes				
101306166	Endocrinology	yes	0.0	yes	yes	yes						
7612051	Nephrology											
8402695	Gastroenterology											
101249830	Nutritional Sciences	yes	12.0	yes	yes	yes						
101302699	Gastroenterology	yes	12.0	yes	yes	yes						
9100529	Diagnostic Imaging	yes	12.0	yes	yes	yes						
9100529	Medical Informatics	yes	12.0	yes	yes	yes						
9100529	Radiology	yes	12.0	yes	yes	yes						
7507168	Dentistry											
101685366	Nursing	yes	12.0	yes	yes	yes						
1300031	Education	yes	0.0	yes	yes	yes						
1300031	Substance-Related Disorders	yes	0.0	yes	yes	yes						
9312476	Pharmacology	yes	12.0	yes	yes	yes						
101160020	Dermatology											
101164708	Dermatology											
101197457	Psychiatry	yes	12.0	yes	yes	yes						
101197457	Substance-Related Disorders	yes	12.0	yes	yes	yes						
101263153	Cardiology	yes	12.0	yes	yes	yes						
101263153	Diagnostic Imaging	yes	12.0	yes	yes	yes						
2985127R	Zoology	yes	12.0	yes	yes	yes						
9885204	Health Services											
9808943	Neurology	yes	12.0	yes	yes	yes						
9808943	Therapeutics	yes	12.0	yes	yes	yes						
101490061	Education	yes	0.0	yes			No	yes				
0135751	Education											
0135751	Psychology											
0417734	Medicine											
9424566	Neoplasms	yes	0.0	yes			Yes	yes				
7505602	Public Health											
8102141	Parasitology											
8914370	Geriatrics	yes	12.0	yes	yes	yes						
0153605	Cardiology	yes	12.0	yes	yes	yes						
9109125	Physiology	yes	12.0	yes	yes	yes						
7611157	Diagnostic Imaging											
8502171	Diagnostic Imaging											
7906439	Anatomy											
7906439	Embryology											
101284695	Disaster Medicine											
101284695	Emergency Medicine											
8412174	Emergency Medicine	yes	12.0	yes	yes	yes						
7605913	Emergency Medicine	yes	12.0	yes	yes	yes						
7605913	Nursing	yes	12.0	yes	yes	yes						
101273949	Ethics	yes	0.0	yes								
0375363	Endocrinology	yes	0.0	yes	yes	yes						
7806594	Endocrinology	yes	12.0	yes	yes	yes						
7511484	Dentistry	yes	12.0	yes	yes	yes						
9433350	Bacteriology											
9433350	Vascular Diseases											
8807503	Urology											
9500580	General Surgery											
9500580	Vascular Diseases											
100896915	Vascular Diseases	yes	0.0	yes	yes	yes						
8003806	Gastroenterology											
8003806	Nursing											
8300544	Environmental Health											
8300544	Toxicology											
0405525	Environmental Health											
0401664	Environmental Health	yes	12.0	yes	yes	yes						
100968688	Environmental Health											
7801245	Environmental Health											
7801245	Pathology											
7801245	Toxicology											
8501420	Environmental Health	yes	12.0	yes	yes	yes						
8501420	Neoplasms	yes	12.0	yes	yes	yes						
8501420	Pathology	yes	12.0	yes	yes	yes						
8501420	Toxicology	yes	12.0	yes	yes	yes						
101516361	Environmental Health	yes	0.0	yes			Yes	yes				
101516361	Public Health	yes	0.0	yes			Yes	yes				
0330666	Environmental Health	yes	12.0	yes	yes	yes						
8508119	Environmental Health	yes	12.0	yes	yes	yes						
100967627	Environmental Health	yes	12.0	yes	yes	yes						
101273917	Environmental Health											
9812551	Toxicology	yes	12.0	yes	yes	yes						
7607167	Environmental Health	yes	12.0	yes	yes	yes						
7607167	Toxicology	yes	12.0	yes	yes	yes						
7804129	Environmental Health											
9317093	Environmental Health											
9317093	Toxicology											
101766761	Environmental Health											
101766761	Toxicology											
8709734	Biochemistry											
101150203	Biochemistry	yes	0.0	yes			No	yes				
101150203	Chemistry	yes	0.0	yes			No	yes				
9607688	Epidemiology	yes	0.0	yes			Yes	yes				
9611181	Epidemiology											
7909766	Epidemiology	yes	0.0	yes	yes	yes						
7909766	Health Services	yes	0.0	yes	yes	yes						
7909766	Public Health	yes	0.0	yes	yes	yes						
7806055	Epidemiology											
7806055	Public Health											
101592084	Epidemiology						No	yes				
101592084	Public Health						No	yes				
8216840	Veterinary Medicine	yes	12.0	yes	yes	yes						
9010411	Dentistry											
101096515	Dentistry	yes	12.0	yes	yes	yes						
9109128	Gastroenterology											
9109128	Nursing											
101083217	Social Sciences	yes	12.0	yes	yes	yes						
101083217	Substance-Related Disorders	yes	12.0	yes	yes	yes						
101245794	Medicine	yes	0.0	yes			Yes	yes				
101245794	Social Sciences	yes	0.0	yes			Yes	yes				
7903310	Pharmacology	yes	12.0	yes	yes	yes						
7903310	Social Sciences	yes	12.0	yes	yes	yes						
9306405	Microbiology	yes	12.0	yes	yes	yes						
9306405	Parasitology	yes	12.0	yes	yes	yes						
9216037	Dermatology	yes	12.0	yes	yes	yes						
9216037	Sexually Transmitted Diseases	yes	12.0	yes	yes	yes						
9609066	Health Services Research	yes	12.0	yes	yes	yes						
101556804	Complementary Therapies											
101083101	Dentistry	yes	12.0	yes	yes	yes						
101719675	Complementary Therapies	yes	0.0	yes			No	yes				
101497477	Medicine	yes	12.0	yes	yes	yes						
101197676	Social Sciences											
101766756	Social Sciences	yes	12.0	yes	yes	yes						
101651013	Social Sciences											
8809954	Biology	yes	12.0	yes	yes	yes						
0014050	Psychiatry											
0203727	Behavioral Sciences	yes	12.0	yes	yes	yes						
9103426	Veterinary Medicine											
0243705	Biology	yes	6.0	yes	yes	yes						
9882906	Botany	yes	12.0	yes	yes	yes						
2985128R	Pediatrics	yes	12.0	yes	yes	yes						
2985128R	Psychology	yes	12.0	yes	yes	yes						
8308647	Neoplasms	yes	0.0	yes			Yes	yes				
2985109R	Allergy and Immunology	yes	0.0	yes	yes	yes						
2985109R	Medicine	yes	0.0	yes	yes	yes						
0374761	Medicine											
8400623	Pathology											
9004579	Pathology											
7502586	Psychology											
7504289	Behavioral Sciences											
7504289	Psychology											
101632727	Behavioral Sciences	yes	0.0	yes	yes	yes						
101632727	Psychology	yes	0.0	yes	yes	yes						
9507618	Psychology	yes	0.0	yes	yes	yes						
7502587	Psychology	yes	0.0	yes	yes	yes						
7502588	Psychology											
7502589	Psychology	yes	0.0	yes	yes	yes						
8207540	Psychology	yes	0.0	yes	yes	yes						
9604933	Drug Therapy	yes			yes	yes						
9604933	Neoplasms	yes			yes	yes						
0375365	Biology											
101168223	Biology											
101297745	Genetics											
101297745	Physiology											
101297745	Zoology											
101710204	Physiology											
101710204	Zoology											
101168228	Molecular Biology	yes	12.0	yes	yes	yes						
101168228	Zoology	yes	12.0	yes	yes	yes						
9005420	Biology											
9111438	Environmental Health											
9111438	Epidemiology											
101262796	Environmental Health	yes	6.0	yes	yes	yes						
101262796	Epidemiology	yes	6.0	yes	yes	yes						
0267637	General Surgery											
0267637	Health Services Research											
0267637	Technology											
101610479	Biomedical Engineering	yes	0.0	yes			No	yes				
101610479	Cell Biology	yes	0.0	yes			No	yes				
101659451	Nursing											
101659451	Primary Health Care											
101142028	Nursing											
101142028	Primary Health Care											
7701861	History of Medicine											
9503761	Nursing	yes	0.0	yes	yes	yes						
101087687	Family Planning Services											
101087687	Reproductive Medicine											
7502590	Primary Health Care											
8802265	Psychology	yes	0.0	yes	yes	yes						
100897329	Veterinary Medicine	yes	0.0	yes	yes	yes						
0214055	Zoology	yes	12.0	yes	yes	yes						
9881188	Zoology	yes	12.0	yes	yes	yes						
7505604	Medicine											
100964058	Medicine											
7512802	Dentistry											
7601744	Speech-Language Pathology	yes	18.0	yes	yes	yes						
9201341	Biophysics	yes	12.0	yes	yes	yes						
9201341	Chemistry Techniques, Analytical	yes	12.0	yes	yes	yes						
7706045	Nutritional Sciences											
101630927	Nutritional Sciences						No	yes				
101630927	Pharmacology						No	yes				
101630927	Toxicology						No	yes				
7703944	Environmental Health	yes			yes	yes						
7703944	Nutritional Sciences	yes			yes	yes						
0014052	Nutritional Sciences	yes	12.0	yes	yes	yes						
101471610	Orthopedics	yes	0.0	yes			Yes	yes				
101471610	Podiatry	yes	0.0	yes			Yes	yes				
9308427	General Surgery	yes	12.0	yes	yes	yes						
9308427	Orthopedics	yes	12.0	yes	yes	yes						
0132575	General Surgery											
101300022	Forensic Sciences	yes	12.0	yes	yes	yes						
101300022	Jurisprudence	yes	12.0	yes	yes	yes						
0330423	Forensic Sciences											
0330423	Jurisprudence											
101234500	Forensic Sciences	yes	12.0	yes	yes	yes						
101234500	Jurisprudence	yes	12.0	yes	yes	yes						
101234500	Nursing	yes	12.0	yes	yes	yes						
8501421	Dentistry											
8501421	Forensic Sciences											
8501421	Jurisprudence											
0375370	Forensic Sciences	yes	12.0	yes	yes	yes						
0375370	Jurisprudence	yes	12.0	yes	yes	yes						
7505560	Forensic Sciences											
7505560	Jurisprudence											
9214933	Medicine	yes	0.0	yes			No	yes				
0376571	General Surgery											
0376571	Pulmonary Medicine											
7804128	Ophthalmology											
0320134	Audiology											
0320134	General Surgery											
0320134	Otolaryngology											
7703703	Audiology											
7703703	General Surgery											
7703703	Otolaryngology											
7703703	Speech-Language Pathology											
0120644	General Surgery											
0120644	Otolaryngology											
101604797	Geriatrics	yes	12.0	yes	yes	yes						
101604797	Physiology	yes	12.0	yes	yes	yes						
8508399	Biology											
8508399	Medicine											
8508399	Toxicology											
7505605	Dentistry											
9425991	Psychology	yes	12.0	yes	yes	yes						
9430794	Gastroenterology	yes	12.0	yes	yes	yes						
8607909	Gastroenterology	yes	12.0	yes	yes	yes						
101479627	Gastroenterology	yes	12.0	yes	yes	yes						
101479627	Neoplasms	yes	12.0	yes	yes	yes						
9706084	Gastroenterology	yes	12.0	yes	yes	yes						
9706084	General Surgery	yes	12.0	yes	yes	yes						
101272825	Gastroenterology											
0165543	Microbiology											
8605834	Internal Medicine	yes	12.0	yes	yes	yes						
0375371	Microbiology											
9100530	Dentistry											
9100530	Orthodontics											
2985110R	Physiology	yes	0.0	yes	yes	yes						
2985111R	Psychology	yes	12.0	yes	yes	yes						
0077340	Virology	yes	0.0	yes	yes	yes						
100887298	Reproductive Medicine											
9815764	Genetics, Medical	yes	12.0	yes	yes	yes						
9815764	Molecular Biology	yes	12.0	yes	yes	yes						
2985113R	Genetics	yes	12.0	yes								
9206865	Genetics, Medical	yes	12.0	yes	yes	yes						
101304616	Genetics	yes	12.0	yes	yes	yes						
2983308R	Genetics, Medical											
2985112R	Behavioral Sciences	yes	12.0	yes	yes	yes						
2985112R	Genetics	yes	12.0	yes	yes	yes						
2985112R	Psychology	yes	12.0	yes	yes	yes						
101534770	Geriatrics	yes	12.0	yes	yes	yes						
101534770	Neoplasms	yes	12.0	yes	yes	yes						
101142169	Geriatrics	yes	12.0	yes	yes	yes						
101142169	Physical and Rehabilitation Medicine	yes	12.0	yes	yes	yes						
0255141	Geriatrics											
0255141	Psychiatry											
8805645	Geriatrics	yes	0.0	yes	yes	yes						
8805645	Neurology	yes	0.0	yes	yes	yes						
8805645	Psychiatry	yes	0.0	yes	yes	yes						
0374762	Geriatrics											
9502837	Geriatrics	yes	12.0	yes	yes	yes						
9508483	Geriatrics	yes	12.0	yes	yes	yes						
9508483	Psychology	yes	12.0	yes	yes	yes						
9508483	Social Sciences	yes	12.0	yes	yes	yes						
7510258	Geriatrics	yes	12.0	yes	yes	yes						
7510258	Nursing	yes	12.0	yes	yes	yes						
7903311	Geriatrics	yes	12.0	yes	yes	yes						
7903311	Social Sciences	yes	12.0	yes	yes	yes						
9300903	Ophthalmology	yes	12.0	yes	yes	yes						
101622459	Anti-Infective Agents	yes	0.0	yes			No	yes				
101622459	Bacteriology	yes	0.0	yes			No	yes				
101622459	Microbiology	yes	0.0	yes			No	yes				
101578780	Health Services	yes					No	yes				
101578780	Public Health	yes					No	yes				
101674751	Neoplasms											
101521733	Education											
9437868	Physiology											
8917480	Dentistry											
0322206	Gynecology											
0322206	Obstetrics											
0322206	Reproductive Medicine											
101701588	Gynecology	yes	12.0	yes	yes	yes						
101701588	Obstetrics	yes	12.0	yes	yes	yes						
101701588	Reproductive Medicine	yes	12.0	yes	yes	yes						
101483150	Gynecology						No	yes				
101483150	Neoplasms						No	yes				
9000936	General Surgery											
9000936	Gynecology											
7609631	General Surgery	yes	12.0	yes								
7609631	Traumatology	yes	12.0	yes								
101688432	General Surgery											
8403839	General Surgery											
8403839	Traumatology											
101315820	General Surgery	yes	0.0	yes	yes	yes						
101315820	Traumatology	yes	0.0	yes	yes	yes						
8806591	Physical and Rehabilitation Medicine	yes	12.0	yes	yes	yes						
7507197	Dentistry											
9422688	Environmental Health	yes	12.0	yes	yes	yes						
8702552	Physical and Rehabilitation Medicine	yes	12.0	yes	yes	yes						
8702552	Traumatology	yes	12.0	yes	yes	yes						
100940562	Neurology	yes	0.0	yes			Yes	yes				
100940562	Psychophysiology	yes	0.0	yes			Yes	yes				
8403840	Education											
8403840	Health Services											
8403840	Public Health											
9204247	Health Services											
8800764	Hospitals	yes	12.0	yes	yes	yes						
9503024	Health Services											
9318047	Health Services											
9318047	Hospitals											
9318489	Health Services											
9318489	Hospitals											
9875249	Health Services											
9103800	Health Services	yes	0.0	yes	yes	yes						
9604100	Health Services	yes	18.0	yes	yes	yes						
9604100	Public Health	yes	18.0	yes	yes	yes						
8410622	Health Services	yes	18.0	yes	yes	yes						
8410622	Hospitals	yes	18.0	yes	yes	yes						
2985114R	Behavioral Sciences											
9501928	Health Services											
9501928	Hospitals											
100883816	Hospitals											
100883816	Jurisprudence											
100883816	Public Health											
101464667	Jurisprudence											
101464667	Public Health											
101179473	Health Services	yes	0.0	yes	yes	yes						
7609331	Health Services Research	yes	0.0	yes								
7609331	Jurisprudence	yes	0.0	yes								
7609331	Public Health	yes	0.0	yes								
100959228	Nutritional Sciences	yes	0.0	yes			Yes	yes				
100959228	Public Health	yes	0.0	yes			Yes	yes				
9703616	Psychology	yes	0.0	yes	yes	yes						
9604936	Health Services Research	yes	0.0	yes	yes	yes						
9604936	Public Health	yes	0.0	yes	yes	yes						
0103130	Behavioral Sciences	yes	0.0	yes	yes	yes						
9000937	Public Health											
9318490	Health Services											
9318490	Hospitals											
101528166	Biomedical Engineering	yes	0.0	yes			Yes	yes				
101528166	Health Services	yes	0.0	yes			Yes	yes				
9815773	Health Services											
9815773	Medical Informatics											
9803529	Health Services	yes	12.0	yes	yes	yes						
9803529	Hospitals	yes	12.0	yes	yes	yes						
8506548	Health Services											
8506548	Hospitals											
9202994	Health Services Research	yes	12.0	yes	yes	yes						
101735273	Health Services Research	yes	12.0	yes								
9504369	Health Services											
9305245	Health Services	yes	6.0	yes								
9305245	Hospitals	yes	6.0	yes								
9102703	Cardiology	yes	12.0	yes	yes	yes						
9102703	Pulmonary Medicine	yes	12.0	yes	yes	yes						
9102703	Transplantation	yes	12.0	yes	yes	yes						
8604172	Cardiology											
8604172	Transplantation											
9312096	Cardiology											
2985115R	Parasitology	yes	0.0	yes	yes	yes						
101468937	Hematology	yes	0.0	yes			Yes	yes				
101468937	Neoplasms	yes	0.0	yes			Yes	yes				
9306048	Hematology											
9306048	Transplantation											
100892915	Cell Biology											
100892915	Hematology											
101528587	Gastroenterology	yes	12.0	yes	yes	yes						
9431940	Gastroenterology											
9431940	General Surgery											
8503886	Gastroenterology	yes	12.0	yes	yes	yes						
8505239	Gastroenterology											
100888586	Complementary Therapies											
100888586	Drug Therapy											
0375373	Genetics	yes	12.0	yes	yes	yes						
0421521	Brain											
18020010R	Behavioral Sciences	yes	24.0	yes	yes	yes						
18020010R	History of Medicine	yes	24.0	yes	yes	yes						
0202503	Biology	yes	12.0	yes	yes	yes						
0202503	History of Medicine	yes	12.0	yes	yes	yes						
9609747	Dentistry											
9609747	History of Medicine											
00140360R	History of Medicine	yes	0.0	yes								
0413415	History of Medicine	yes	24.0	yes	yes	yes						
9441330	History of Medicine	yes	12.0	yes	yes	yes						
9441330	Neurology	yes	12.0	yes	yes	yes						
9815334	Histocytochemistry	yes	0.0	yes	yes	yes						
8003807	Histology	yes	12.0	yes	yes	yes						
8003807	Pathology	yes	12.0	yes	yes	yes						
101088049	Acquired Immunodeficiency Syndrome											
101088049	Therapeutics											
8506709	Nursing	yes	0.0	yes	yes	yes						
7502386	Behavioral Sciences	yes	12.0	yes	yes	yes						
1265125	Dentistry											
1265125	Hospitals											
8007166	Communicable Diseases	yes	12.0	yes	yes	yes						
8007166	Hospitals	yes	12.0	yes	yes	yes						
8708320	Health Services											
8708320	Hospitals											
101121477	Health Services											
101121477	Hospitals											
101271025	Hospitals	yes	12.0	yes	yes	yes						
100887419	Nursing	yes	12.0	yes	yes	yes						
100887419	Palliative Care	yes	12.0	yes	yes	yes						
17430410R	Dentistry											
101169627	Medicine											
0364267	Psychology											
0337330	Anthropology	yes	12.0	yes	yes	yes						
0337330	Biology	yes	12.0	yes	yes	yes						
9808008	Genetics, Medical	yes	6.0	yes	yes	yes						
8811625	Vascular Diseases	yes	6.0	yes	yes	yes						
8709498	Nursing	yes	0.0	yes	yes	yes						
8709498	Obstetrics	yes	0.0	yes	yes	yes						
7702659	Nutritional Sciences											
8904840	Nutritional Sciences	yes	12.0	yes	yes	yes						
0235700	Public Health											
9805755	Virology											
7602457	Psychiatry											
101589965	Neurology	yes	0.0	yes	yes	yes						
0375374	Public Health											
2985116R	Allergy and Immunology											
2985116R	Epidemiology											
2985116R	Microbiology											
8306882	Vascular Diseases	yes	12.0	yes	yes	yes						
8501422	Vascular Diseases											
101123500	Radiology											
101123500	Radiotherapy											
9508564	General Surgery											
9815654	Public Health											
101256527	Public Health	yes	12.0	yes	yes	yes						
101256527	Social Sciences	yes	12.0	yes	yes	yes						
8007167	Allergy and Immunology											
100963688	Allergy and Immunology	yes	12.0	yes	yes	yes						
0425125	Allergy and Immunology											
0425125	Genetics											
2985117R	Allergy and Immunology	yes			yes	yes						
1305440	Allergy and Immunology	yes	12.0	yes	yes	yes						
1305440	Clinical Laboratory Techniques	yes	12.0	yes	yes	yes						
101627166	Allergy and Immunology	yes	0.0	yes			Yes	yes				
7901853	Allergy and Immunology											
7901853	Pharmacology											
9706083	Allergy and Immunology	yes	12.0	yes	yes	yes						
9706083	Neoplasms	yes	12.0	yes	yes	yes						
9706083	Therapeutics	yes	12.0	yes	yes	yes						
9102704	Allergy and Immunology											
9102704	Neoplasms											
9102704	Pharmacology											
101620585	Neoplasms	yes	0.0	yes			No	yes				
101620585	Therapeutics	yes	0.0	yes			No	yes				
9418950	Allergy and Immunology											
9418950	Neoplasms											
9418950	Pharmacology											
101201960	Allergy and Immunology	yes	0.0	yes			No	yes				
101201960	Toxicology	yes	0.0	yes			No	yes				
8412594	Reproductive Medicine											
8610887	Biotechnology											
8610887	Microbiology											
9705544	Biotechnology	yes	0.0	yes			No	yes				
9705544	Microbiology	yes	0.0	yes			No	yes				
7505606	Dentistry											
7507202	Dentistry											
7505608	Medicine											
101255941	Dentistry	yes	0.0	yes			No	yes				
101255941	Orthodontics	yes	0.0	yes			No	yes				
8710631	Dentistry	yes	0.0	yes			No	yes				
8502537	Dentistry											
7507203	Dentistry											
7505609	Dentistry											
7505610	Medicine											
17540400R	Dentistry											
0400026	Psychology											
7908424	Communicable Diseases	yes	12.0	yes	yes	yes						
9608375	Anti-Infective Agents	yes	12.0	yes	yes	yes						
9608375	Communicable Diseases	yes	12.0	yes	yes	yes						
9608375	Drug Therapy	yes	12.0	yes	yes	yes						
9608375	Microbiology	yes	12.0	yes	yes	yes						
101305410	Communicable Diseases						No	yes				
0413675	Communicable Diseases	yes	12.0	yes	yes	yes						
101487384	Communicable Diseases	yes	0.0	yes			No	yes				
101487384	Public Health	yes	0.0	yes			No	yes				
9511967	Cardiology											
9511967	Vascular Diseases											
9306406	Neoplasms											
9306406	Therapeutics											
101124170	Nursing	yes	12.0	yes	yes	yes						
7910918	Metabolism											
101535747	Traumatology						No	yes				
101469471	Allergy and Immunology	yes	0.0	yes			No	yes				
101651620	Medical Informatics											
101651620	Primary Health Care											
7905788	Biochemistry	yes	12.0	yes	yes	yes						
2985080R	Zoology	yes	12.0	yes	yes	yes						
101096396	Zoology	yes	0.0	yes			No	yes				
8401468	Health Services											
8401468	Medicine											
100888553	Dentistry											
101522982	Otolaryngology						No	yes				
101478566	Acquired Immunodeficiency Syndrome	yes	0.0	yes			No	yes				
9508185	Acquired Immunodeficiency Syndrome											
